x,y,z,p
-3.5000e-07,-2.3740e-05,1.2351e+00,1.4999864e-01
1.6953e-01,-2.3740e-05,1.2259e+00,1.4999876e-01
1.0569e-01,1.3251e-01,1.2258e+00,1.4999874e-01
-3.7732e-02,1.6529e-01,1.2262e+00,1.4999880e-01
-1.5271e-01,7.3516e-02,1.2256e+00,1.4999872e-01
-1.5278e-01,-7.3599e-02,1.2263e+00,1.4999881e-01
-3.7718e-02,-1.6527e-01,1.2257e+00,1.4999873e-01
1.0571e-01,-1.3259e-01,1.2261e+00,1.4999878e-01
3.3759e-01,-2.3740e-05,1.1987e+00,1.4999917e-01
2.9833e-01,1.5655e-01,1.1962e+00,1.4999888e-01
1.9170e-01,2.7770e-01,1.1982e+00,1.4999912e-01
4.0771e-02,3.3576e-01,1.2013e+00,1.4999939e-01
-1.1982e-01,3.1592e-01,1.2000e+00,1.4999929e-01
-2.5227e-01,2.2347e-01,1.1966e+00,1.4999893e-01
-3.2737e-01,8.0665e-02,1.1971e+00,1.4999899e-01
-3.2825e-01,-8.0929e-02,1.2006e+00,1.4999934e-01
-2.5312e-01,-2.2426e-01,1.2010e+00,1.4999936e-01
-1.1960e-01,-3.1538e-01,1.1975e+00,1.4999904e-01
4.0617e-02,-3.3454e-01,1.1964e+00,1.4999890e-01
1.9188e-01,-2.7801e-01,1.1995e+00,1.4999924e-01
2.9953e-01,-1.5723e-01,1.2015e+00,1.4999940e-01
5.0297e-01,-2.3740e-05,1.1543e+00,1.4999969e-01
4.7302e-01,1.6237e-01,1.1471e+00,1.4999923e-01
3.9451e-01,3.0704e-01,1.1466e+00,1.4999918e-01
2.7487e-01,4.2070e-01,1.1533e+00,1.4999965e-01
1.2414e-01,4.9021e-01,1.1612e+00,1.4999988e-01
-4.1825e-02,5.0472e-01,1.1631e+00,1.4999990e-01
-2.0250e-01,4.6163e-01,1.1572e+00,1.4999979e-01
-3.3922e-01,3.6847e-01,1.1490e+00,1.4999939e-01
-4.3941e-01,2.3777e-01,1.1459e+00,1.4999909e-01
-4.9464e-01,8.2516e-02,1.1505e+00,1.4999950e-01
-4.9792e-01,-8.3112e-02,1.1589e+00,1.4999983e-01
-4.4555e-01,-2.4114e-01,1.1635e+00,1.4999991e-01
-3.4213e-01,-3.7168e-01,1.1598e+00,1.4999985e-01
-2.0159e-01,-4.5960e-01,1.1514e+00,1.4999956e-01
-4.1265e-02,-4.9801e-01,1.1460e+00,1.4999911e-01
1.2288e-01,-4.8527e-01,1.1482e+00,1.4999933e-01
2.7550e-01,-4.2172e-01,1.1562e+00,1.4999976e-01
3.9957e-01,-3.1102e-01,1.1628e+00,1.4999990e-01
4.7856e-01,-1.6431e-01,1.1619e+00,1.4999989e-01
6.6497e-01,-2.3740e-05,1.0935e+00,1.4999996e-01
6.3690e-01,1.6351e-01,1.0800e+00,1.4999971e-01
5.7348e-01,3.1525e-01,1.0743e+00,1.4999935e-01
4.7893e-01,4.4972e-01,1.0790e+00,1.4999966e-01
3.5584e-01,5.6069e-01,1.0919e+00,1.4999995e-01
2.0773e-01,6.3931e-01,1.1067e+00,1.4999999e-01
4.2508e-02,6.7562e-01,1.1154e+00,1.4988980e-01
-1.2651e-01,6.6317e-01,1.1120e+00,1.4985751e-01
-2.8433e-01,6.0421e-01,1.0986e+00,1.4999998e-01
-4.2051e-01,5.0828e-01,1.0839e+00,1.4999983e-01
-5.2979e-01,3.8489e-01,1.0751e+00,1.4999942e-01
-6.0950e-01,2.4129e-01,1.0763e+00,1.4999951e-01
-6.5619e-01,8.2873e-02,1.0870e+00,1.4999989e-01
-6.6443e-01,-8.3960e-02,1.1021e+00,1.4999999e-01
-6.2866e-01,-2.4893e-01,1.1138e+00,1.4987580e-01
-5.4728e-01,-3.9765e-01,1.1144e+00,1.4988153e-01
-4.2741e-01,-5.1667e-01,1.1036e+00,1.4999999e-01
-2.8196e-01,-5.9921e-01,1.0885e+00,1.4999991e-01
-1.2291e-01,-6.4433e-01,1.0770e+00,1.4999956e-01
4.1106e-02,-6.5339e-01,1.0748e+00,1.4999939e-01
2.0364e-01,-6.2676e-01,1.0826e+00,1.4999980e-01
3.5736e-01,-5.6313e-01,1.0971e+00,1.4999997e-01
4.9160e-01,-4.6166e-01,1.1106e+00,1.5000000e-01
5.9335e-01,-3.2622e-01,1.1156e+00,1.4989160e-01
6.5181e-01,-1.6738e-01,1.1080e+00,1.4999999e-01
8.2353e-01,-2.3740e-05,1.0174e+00,1.4991946e-01
7.9014e-01,1.6792e-01,9.9576e-01,1.4999995e-01
7.2997e-01,3.2498e-01,9.8374e-01,1.4999969e-01
6.4674e-01,4.6986e-01,9.8423e-01,1.4999971e-01
5.4118e-01,6.0101e-01,9.9712e-01,1.4999996e-01
4.1242e-01,7.1431e-01,1.0192e+00,1.4993258e-01
2.6018e-01,8.0074e-01,1.0428e+00,1.4999941e-01
8.9190e-02,8.4857e-01,1.0584e+00,1.4999063e-01
-8.9139e-02,8.4808e-01,1.0577e+00,1.4999159e-01
-2.5981e-01,7.9959e-01,1.0412e+00,1.4999855e-01
-4.1176e-01,7.1316e-01,1.0174e+00,1.4991942e-01
-5.4051e-01,6.0027e-01,9.9575e-01,1.4999995e-01
-6.4645e-01,4.6965e-01,9.8373e-01,1.4999969e-01
-7.3030e-01,3.2513e-01,9.8423e-01,1.4999971e-01
-7.9111e-01,1.6813e-01,9.9713e-01,1.4999996e-01
-8.2486e-01,-2.3740e-05,1.0193e+00,1.4993262e-01
-8.2359e-01,-1.7508e-01,1.0428e+00,1.4999941e-01
-7.7951e-01,-3.4708e-01,1.0584e+00,1.4999063e-01
-6.8992e-01,-5.0128e-01,1.0577e+00,1.4999159e-01
-5.6259e-01,-6.2484e-01,1.0412e+00,1.4999854e-01
-4.1176e-01,-7.1321e-01,1.0174e+00,1.4991938e-01
-2.4962e-01,-7.6827e-01,9.9575e-01,1.4999995e-01
-8.3524e-02,-7.9469e-01,9.8373e-01,1.4999969e-01
8.3561e-02,-7.9505e-01,9.8423e-01,1.4999971e-01
2.4993e-01,-7.6922e-01,9.9712e-01,1.4999996e-01
4.1242e-01,-7.1436e-01,1.0192e+00,1.4993255e-01
5.6339e-01,-6.2574e-01,1.0428e+00,1.4999940e-01
6.9032e-01,-5.0157e-01,1.0584e+00,1.4999063e-01
7.7906e-01,-3.4688e-01,1.0577e+00,1.4999159e-01
8.2241e-01,-1.7483e-01,1.0412e+00,1.4999855e-01
9.7800e-01,-2.3740e-05,9.2540e-01,1.4999529e-01
9.3479e-01,1.6962e-01,8.9564e-01,1.4991902e-01
8.7277e-01,3.2753e-01,8.7664e-01,1.4999993e-01
7.9603e-01,4.7558e-01,8.7140e-01,1.4999982e-01
7.0455e-01,6.1552e-01,8.8021e-01,1.4999997e-01
5.9623e-01,7.4763e-01,9.0227e-01,1.4996658e-01
4.6739e-01,8.6854e-01,9.3427e-01,1.4997837e-01
3.1492e-01,9.6921e-01,9.6918e-01,1.4999999e-01
1.4008e-01,1.0341e+00,9.9520e-01,1.4999994e-01
-4.7033e-02,1.0472e+00,1.0003e+00,1.4999992e-01
-2.2940e-01,1.0050e+00,9.8173e-01,1.4999997e-01
-3.9309e-01,9.1965e-01,9.4900e-01,1.4992747e-01
-5.3310e-01,8.0758e-01,9.1442e-01,1.4999856e-01
-6.5143e-01,6.8132e-01,8.8775e-01,1.4999999e-01
-7.5166e-01,5.4609e-01,8.7333e-01,1.4999988e-01
-8.3664e-01,4.0288e-01,8.7279e-01,1.4999986e-01
-9.0725e-01,2.5036e-01,8.8618e-01,1.4999999e-01
-9.6156e-01,8.6518e-02,9.1203e-01,1.4999594e-01
-9.9355e-01,-8.9445e-02,9.4624e-01,1.4993910e-01
-9.9178e-01,-2.7374e-01,9.7955e-01,1.4999998e-01
-9.4398e-01,-4.5462e-01,9.9966e-01,1.4999992e-01
-8.4522e-01,-6.1411e-01,9.9648e-01,1.4999993e-01
-7.0591e-01,-7.3834e-01,9.7170e-01,1.4999999e-01
-5.4479e-01,-8.2535e-01,9.3702e-01,1.4997098e-01
-3.7664e-01,-8.8121e-01,9.0443e-01,1.4997627e-01
-2.0844e-01,-9.1328e-01,8.8146e-01,1.4999997e-01
-4.1610e-02,-9.2654e-01,8.7157e-01,1.4999983e-01
1.2502e-01,-9.2295e-01,8.7573e-01,1.4999992e-01
2.9304e-01,-9.0192e-01,8.9378e-01,1.4989919e-01
4.6227e-01,-8.5907e-01,9.2277e-01,1.4999803e-01
6.2897e-01,-7.8873e-01,9.5819e-01,1.4988276e-01
7.8104e-01,-6.8240e-01,9.8838e-01,1.4999996e-01
9.0082e-01,-5.3824e-01,1.0014e+00,1.4999991e-01
9.7259e-01,-3.6504e-01,9.9018e-01,1.4999995e-01
9.9512e-01,-1.8061e-01,9.6094e-01,1.4986755e-01
1.1277e+00,-2.3740e-05,8.1684e-01,1.4999999e-01
1.0673e+00,1.7344e-01,7.7851e-01,1.4999770e-01
9.9774e-01,3.3307e-01,7.5412e-01,1.4986818e-01
9.2020e-01,4.8293e-01,7.4366e-01,1.4999994e-01
8.3501e-01,6.2745e-01,7.4801e-01,1.4999998e-01
7.3937e-01,7.6974e-01,7.6692e-01,1.4998837e-01
6.2912e-01,9.1142e-01,8.0013e-01,1.4992666e-01
4.9803e-01,1.0496e+00,8.4502e-01,1.4999992e-01
3.3992e-01,1.1735e+00,8.9469e-01,1.4999930e-01
1.5284e-01,1.2587e+00,9.3290e-01,1.4999797e-01
-5.1420e-02,1.2759e+00,9.4036e-01,1.4999762e-01
-2.4870e-01,1.2182e+00,9.1253e-01,1.4999878e-01
-4.2055e-01,1.1089e+00,8.6505e-01,1.4999978e-01
-5.6383e-01,9.7655e-01,8.1681e-01,1.4999999e-01
-6.8388e-01,8.3758e-01,7.7849e-01,1.4999771e-01
-7.8733e-01,6.9749e-01,7.5411e-01,1.4986808e-01
-8.7835e-01,5.5541e-01,7.4366e-01,1.4999994e-01
-9.6092e-01,4.0939e-01,7.4802e-01,1.4999998e-01
-1.0363e+00,2.5541e-01,7.6693e-01,1.4998839e-01
-1.1039e+00,8.9094e-02,8.0015e-01,1.4992659e-01
-1.1580e+00,-9.3509e-02,8.4505e-01,1.4999992e-01
-1.1863e+00,-2.9243e-01,8.9473e-01,1.4999930e-01
-1.1666e+00,-4.9705e-01,9.3294e-01,1.4999797e-01
-1.0793e+00,-6.8255e-01,9.4038e-01,1.4999762e-01
-9.3069e-01,-8.2454e-01,9.1255e-01,1.4999878e-01
-7.5006e-01,-9.1868e-01,8.6505e-01,1.4999979e-01
-5.6383e-01,-9.7660e-01,8.1681e-01,1.4999999e-01
-3.8344e-01,-1.0111e+00,7.7848e-01,1.4999772e-01
-2.1040e-01,-1.0306e+00,7.5411e-01,1.4986796e-01
-4.1846e-02,-1.0384e+00,7.4365e-01,1.4999994e-01
1.2590e-01,-1.0369e+00,7.4801e-01,1.4999998e-01
2.9695e-01,-1.0252e+00,7.6691e-01,1.4998834e-01
4.7477e-01,-1.0006e+00,8.0013e-01,1.4992671e-01
6.5995e-01,-9.5613e-01,8.4502e-01,1.4999992e-01
8.4637e-01,-8.8119e-01,8.9470e-01,1.4999930e-01
1.0137e+00,-7.6177e-01,9.3292e-01,1.4999797e-01
1.1308e+00,-5.9349e-01,9.4039e-01,1.4999762e-01
1.1794e+00,-3.9377e-01,9.1258e-01,1.4999878e-01
1.1706e+00,-1.9027e-01,8.6508e-01,1.4999978e-01
1.2685e+00,-2.3740e-05,6.8892e-01,1.4999986e-01
1.1872e+00,1.7469e-01,6.4546e-01,1.4988407e-01
1.1064e+00,3.3286e-01,6.1720e-01,1.4999872e-01
1.0269e+00,4.8137e-01,6.0368e-01,1.4985284e-01
9.4504e-01,6.2521e-01,6.0305e-01,1.4999999e-01
8.5917e-01,7.6980e-01,6.1604e-01,1.4999665e-01
7.6552e-01,9.1984e-01,6.4341e-01,1.4989853e-01
6.5837e-01,1.0787e+00,6.8597e-01,1.4999988e-01
5.3054e-01,1.2484e+00,7.4481e-01,1.4999844e-01
3.7066e-01,1.4178e+00,8.1395e-01,1.4999431e-01
1.6992e-01,1.5442e+00,8.6987e-01,1.4999474e-01
-5.7358e-02,1.5694e+00,8.8060e-01,1.4999542e-01
-2.7344e-01,1.4804e+00,8.3931e-01,1.4999377e-01
-4.5150e-01,1.3234e+00,7.7135e-01,1.4999690e-01
-5.9308e-01,1.1535e+00,7.0709e-01,1.4999964e-01
-7.0968e-01,9.9193e-01,6.5796e-01,1.4999999e-01
-8.1037e-01,8.4051e-01,6.2489e-01,1.4999176e-01
-9.0136e-01,6.9598e-01,6.0664e-01,1.4991837e-01
-9.8631e-01,5.5352e-01,6.0171e-01,1.4999999e-01
-1.0690e+00,4.0883e-01,6.1025e-01,1.4996543e-01
-1.1515e+00,2.5647e-01,6.3258e-01,1.4996247e-01
-1.2352e+00,9.0383e-02,6.6993e-01,1.4999996e-01
-1.3195e+00,-9.6599e-02,7.2356e-01,1.4999926e-01
-1.3948e+00,-3.1072e-01,7.9079e-01,1.4999561e-01
-1.4291e+00,-5.4662e-01,8.5497e-01,1.4999407e-01
-1.3732e+00,-7.7068e-01,8.8323e-01,1.4999561e-01
-1.2146e+00,-9.3792e-01,8.5781e-01,1.4999417e-01
-9.9613e-01,-1.0332e+00,7.9474e-01,1.4999535e-01
-7.7302e-01,-1.0805e+00,7.2705e-01,1.4999915e-01
-5.6817e-01,-1.1051e+00,6.7251e-01,1.4999995e-01
-3.8176e-01,-1.1191e+00,6.3428e-01,1.4995396e-01
-2.0813e-01,-1.1268e+00,6.1111e-01,1.4997289e-01
-4.1314e-02,-1.1305e+00,6.0182e-01,1.4999999e-01
1.2445e-01,-1.1310e+00,6.0602e-01,1.4990709e-01
2.9474e-01,-1.1274e+00,6.2345e-01,1.4999520e-01
4.7560e-01,-1.1192e+00,6.5566e-01,1.4999999e-01
6.7305e-01,-1.1029e+00,7.0386e-01,1.4999969e-01
8.9050e-01,-1.0701e+00,7.6740e-01,1.4999716e-01
1.1171e+00,-1.0010e+00,8.3582e-01,1.4999378e-01
1.3084e+00,-8.6567e-01,8.7956e-01,1.4999536e-01
1.4097e+00,-6.6085e-01,8.7196e-01,1.4999487e-01
1.4092e+00,-4.2400e-01,8.1786e-01,1.4999416e-01
1.3480e+00,-1.9841e-01,7.4862e-01,1.4999825e-01
1.3912e+00,-2.3740e-05,5.3860e-01,1.4999938e-01
1.2858e+00,1.7671e-01,4.9469e-01,1.4999997e-01
1.1936e+00,3.3441e-01,4.6724e-01,1.4995332e-01
1.1087e+00,4.8154e-01,4.5272e-01,1.4998870e-01
1.0273e+00,6.2472e-01,4.4973e-01,1.4995568e-01
9.4590e-01,7.6952e-01,4.5774e-01,1.4999903e-01
8.6169e-01,9.2262e-01,4.7800e-01,1.4986301e-01
7.6989e-01,1.0907e+00,5.1216e-01,1.4999987e-01
6.6599e-01,1.2853e+00,5.6512e-01,1.4999806e-01
5.3930e-01,1.5174e+00,6.4175e-01,1.4999338e-01
3.6467e-01,1.7549e+00,7.2736e-01,1.4999969e-01
1.2965e-01,1.8954e+00,7.7794e-01,1.4997485e-01
-1.2918e-01,1.8885e+00,7.7468e-01,1.4998807e-01
-3.6078e-01,1.7361e+00,7.1837e-01,1.4999935e-01
-5.3207e-01,1.4971e+00,6.3158e-01,1.4999333e-01
-6.5877e-01,1.2714e+00,5.5774e-01,1.4999853e-01
-7.6389e-01,1.0822e+00,5.0726e-01,1.4999991e-01
-8.5722e-01,9.1783e-01,4.7492e-01,1.4989152e-01
-9.4336e-01,7.6746e-01,4.5620e-01,1.4999995e-01
-1.0270e+00,6.2448e-01,4.4952e-01,1.4995218e-01
-1.1108e+00,4.8245e-01,4.5380e-01,1.4999463e-01
-1.1988e+00,3.3587e-01,4.6977e-01,1.4993456e-01
-1.2947e+00,1.7793e-01,4.9891e-01,1.4999995e-01
-1.4050e+00,-2.3740e-05,5.4507e-01,1.4999915e-01
-1.5362e+00,-2.1117e-01,6.1362e-01,1.4999406e-01
-1.6713e+00,-4.6831e-01,7.0070e-01,1.4999820e-01
-1.7208e+00,-7.4749e-01,7.6679e-01,1.4999992e-01
-1.6306e+00,-9.9158e-01,7.8195e-01,1.4995146e-01
-1.4156e+00,-1.1517e+00,7.4265e-01,1.4987385e-01
-1.1269e+00,-1.2067e+00,6.6087e-01,1.4999440e-01
-8.5250e-01,-1.2077e+00,5.7956e-01,1.4999693e-01
-6.2365e-01,-1.2036e+00,5.2182e-01,1.4999976e-01
-4.2695e-01,-1.2014e+00,4.8388e-01,1.4999999e-01
-2.4951e-01,-1.2007e+00,4.6101e-01,1.4998937e-01
-8.2165e-02,-1.2012e+00,4.5050e-01,1.4996699e-01
8.2257e-02,-1.2026e+00,4.5114e-01,1.4997474e-01
2.5038e-01,-1.2049e+00,4.6303e-01,1.4997962e-01
4.2952e-01,-1.2086e+00,4.8748e-01,1.4999998e-01
6.2916e-01,-1.2143e+00,5.2746e-01,1.4999966e-01
8.6274e-01,-1.2223e+00,5.8792e-01,1.4999619e-01
1.1422e+00,-1.2230e+00,6.7138e-01,1.4999535e-01
1.4274e+00,-1.1613e+00,7.4985e-01,1.4993497e-01
1.6325e+00,-9.9279e-01,7.8304e-01,1.4994381e-01
