x,y,z,p
-3.5000e-07,-2.3740e-05,1.4242e+00,9.9999998e-02
1.9329e-01,-2.3740e-05,1.4139e+00,9.9999997e-02
1.2050e-01,1.5108e-01,1.4138e+00,9.9999997e-02
-4.3020e-02,1.8846e-01,1.4143e+00,9.9999997e-02
-1.7410e-01,8.3818e-02,1.4135e+00,9.9999997e-02
-1.7419e-01,-8.3911e-02,1.4144e+00,9.9999997e-02
-4.3001e-02,-1.8842e-01,1.4136e+00,9.9999997e-02
1.2053e-01,-1.5116e-01,1.4142e+00,9.9999997e-02
3.8507e-01,-2.3740e-05,1.3837e+00,9.9999996e-02
3.4022e-01,1.7854e-01,1.3804e+00,9.9999995e-02
2.1865e-01,3.1674e-01,1.3830e+00,9.9999995e-02
4.6516e-02,3.8307e-01,1.3869e+00,9.9999996e-02
-1.3669e-01,3.6040e-01,1.3853e+00,9.9999996e-02
-2.8770e-01,2.5486e-01,1.3809e+00,9.9999995e-02
-3.7336e-01,9.2001e-02,1.3816e+00,9.9999995e-02
-3.7447e-01,-9.2323e-02,1.3861e+00,9.9999996e-02
-2.8877e-01,-2.5585e-01,1.3865e+00,9.9999996e-02
-1.3641e-01,-3.5970e-01,1.3821e+00,9.9999995e-02
4.6321e-02,-3.8151e-01,1.3807e+00,9.9999995e-02
2.1888e-01,-3.1713e-01,1.3846e+00,9.9999996e-02
3.4174e-01,-1.7938e-01,1.3871e+00,9.9999996e-02
5.7425e-01,-2.3740e-05,1.3343e+00,9.9999994e-02
5.3971e-01,1.8526e-01,1.3252e+00,9.9999991e-02
4.5012e-01,3.5032e-01,1.3246e+00,9.9999991e-02
3.1380e-01,4.8028e-01,1.3330e+00,9.9999994e-02
1.4183e-01,5.6004e-01,1.3431e+00,9.9999996e-02
-4.7790e-02,5.7671e-01,1.3456e+00,9.9999997e-02
-2.3126e-01,5.2719e-01,1.3380e+00,9.9999995e-02
-3.8711e-01,4.2049e-01,1.3276e+00,9.9999992e-02
-5.0131e-01,2.7127e-01,1.3236e+00,9.9999990e-02
-5.6455e-01,9.4182e-02,1.3295e+00,9.9999993e-02
-5.6872e-01,-9.4927e-02,1.3402e+00,9.9999996e-02
-5.0910e-01,-2.7554e-01,1.3460e+00,9.9999997e-02
-3.9081e-01,-4.2456e-01,1.3413e+00,9.9999996e-02
-2.3010e-01,-5.2460e-01,1.3307e+00,9.9999993e-02
-4.7078e-02,-5.6817e-01,1.3238e+00,9.9999990e-02
1.4022e-01,-5.5374e-01,1.3266e+00,9.9999992e-02
3.1460e-01,-4.8156e-01,1.3367e+00,9.9999995e-02
4.5655e-01,-3.5537e-01,1.3451e+00,9.9999997e-02
5.4675e-01,-1.8772e-01,1.3440e+00,9.9999997e-02
7.6043e-01,-2.3740e-05,1.2671e+00,9.9999997e-02
7.2738e-01,1.8674e-01,1.2500e+00,9.9999990e-02
6.5459e-01,3.5984e-01,1.2427e+00,9.9999984e-02
5.4691e-01,5.1356e-01,1.2486e+00,9.9999989e-02
4.0686e-01,6.4109e-01,1.2651e+00,9.9999996e-02
2.3790e-01,7.3215e-01,1.2843e+00,9.9937198e-02
4.8700e-02,7.7405e-01,1.2948e+00,9.9962710e-02
-1.4489e-01,7.5951e-01,1.2904e+00,9.9953066e-02
-3.2540e-01,6.9149e-01,1.2741e+00,9.9904439e-02
-4.8042e-01,5.8071e-01,1.2549e+00,9.9999993e-02
-6.0477e-01,4.3937e-01,1.2437e+00,9.9999985e-02
-6.9583e-01,2.7548e-01,1.2452e+00,9.9999987e-02
-7.4992e-01,9.4713e-02,1.2589e+00,9.9999994e-02
-7.6061e-01,-9.6111e-02,1.2785e+00,9.9919544e-02
-7.2012e-01,-2.8514e-01,1.2928e+00,9.9958387e-02
-6.2695e-01,-4.5553e-01,1.2936e+00,9.9960128e-02
-4.8934e-01,-5.9153e-01,1.2803e+00,9.9925502e-02
-3.2228e-01,-6.8489e-01,1.2607e+00,9.9999995e-02
-1.4033e-01,-7.3564e-01,1.2461e+00,9.9999987e-02
4.6921e-02,-7.4582e-01,1.2432e+00,9.9999985e-02
2.3263e-01,-7.1598e-01,1.2533e+00,9.9999992e-02
4.0879e-01,-6.4418e-01,1.2717e+00,9.9999997e-02
5.6316e-01,-5.2886e-01,1.2892e+00,9.9950013e-02
6.7981e-01,-3.7375e-01,1.2950e+00,9.9963269e-02
7.4654e-01,-1.9170e-01,1.2859e+00,9.9941650e-02
9.4397e-01,-2.3740e-05,1.1832e+00,9.9973683e-02
9.0374e-01,1.9207e-01,1.1556e+00,9.9999995e-02
8.3384e-01,3.7122e-01,1.1402e+00,9.9999984e-02
7.3880e-01,5.3675e-01,1.1409e+00,9.9999985e-02
6.1908e-01,6.8754e-01,1.1574e+00,9.9999996e-02
4.7283e-01,8.1895e-01,1.1855e+00,9.9978513e-02
2.9903e-01,9.2029e-01,1.2158e+00,9.9998528e-02
1.0266e-01,9.7668e-01,1.2357e+00,9.9979142e-02
-1.0259e-01,9.7606e-01,1.2348e+00,9.9980389e-02
-2.9855e-01,9.1882e-01,1.2137e+00,9.9999308e-02
-4.7198e-01,8.1746e-01,1.1832e+00,9.9973676e-02
-6.1823e-01,6.8659e-01,1.1556e+00,9.9999995e-02
-7.3843e-01,5.3647e-01,1.1402e+00,9.9999984e-02
-8.3426e-01,3.7141e-01,1.1409e+00,9.9999985e-02
-9.0499e-01,1.9234e-01,1.1574e+00,9.9999996e-02
-9.4569e-01,-2.3740e-05,1.1856e+00,9.9978519e-02
-9.4655e-01,-2.0122e-01,1.2159e+00,9.9998527e-02
-8.9720e-01,-3.9948e-01,1.2357e+00,9.9979144e-02
-7.9403e-01,-5.7692e-01,1.2348e+00,9.9980396e-02
-6.4648e-01,-7.1801e-01,1.2137e+00,9.9999310e-02
-4.7198e-01,-8.1752e-01,1.1832e+00,9.9973658e-02
-2.8551e-01,-8.7873e-01,1.1556e+00,9.9999995e-02
-9.5408e-02,-9.0777e-01,1.1402e+00,9.9999984e-02
9.5455e-02,-9.0823e-01,1.1409e+00,9.9999985e-02
2.8590e-01,-8.7994e-01,1.1574e+00,9.9999996e-02
4.7284e-01,-8.1900e-01,1.1855e+00,9.9978497e-02
6.4751e-01,-7.1915e-01,1.2158e+00,9.9998532e-02
7.9453e-01,-5.7729e-01,1.2357e+00,9.9979150e-02
8.9662e-01,-3.9923e-01,1.2348e+00,9.9980390e-02
9.4504e-01,-2.0090e-01,1.2137e+00,9.9999307e-02
1.1251e+00,-2.3740e-05,1.0820e+00,9.9984762e-02
1.0715e+00,1.9442e-01,1.0436e+00,9.9974984e-02
9.9817e-01,3.7459e-01,1.0193e+00,9.9999993e-02
9.0979e-01,5.4355e-01,1.0125e+00,9.9999985e-02
8.0613e-01,7.0427e-01,1.0239e+00,9.9999996e-02
6.8400e-01,8.5769e-01,1.0522e+00,9.9992377e-02
5.3820e-01,1.0001e+00,1.0934e+00,9.9963004e-02
3.6379e-01,1.1196e+00,1.1376e+00,9.9999979e-02
1.6211e-01,1.1967e+00,1.1700e+00,9.9999931e-02
-5.4446e-02,1.2123e+00,1.1762e+00,9.9999919e-02
-2.6525e-01,1.1621e+00,1.1533e+00,9.9999960e-02
-4.5331e-01,1.0605e+00,1.1122e+00,9.9914036e-02
-6.1248e-01,9.2785e-01,1.0679e+00,9.9999126e-02
-7.4620e-01,7.8044e-01,1.0338e+00,9.9939683e-02
-8.5930e-01,6.2429e-01,1.0150e+00,9.9999989e-02
-9.5637e-01,4.6054e-01,1.0143e+00,9.9999988e-02
-1.0391e+00,2.8674e-01,1.0318e+00,9.9929900e-02
-1.1044e+00,9.9377e-02,1.0648e+00,9.9999943e-02
-1.1455e+00,-1.0312e-01,1.1087e+00,9.9924182e-02
-1.1466e+00,-3.1646e-01,1.1506e+00,9.9999964e-02
-1.0927e+00,-5.2625e-01,1.1755e+00,9.9999921e-02
-9.7823e-01,-7.1075e-01,1.1716e+00,9.9999929e-02
-8.1561e-01,-8.5308e-01,1.1407e+00,9.9999976e-02
-6.2750e-01,-9.5064e-01,1.0969e+00,9.9954936e-02
-4.3220e-01,-1.0112e+00,1.0550e+00,9.9995702e-02
-2.3854e-01,-1.0451e+00,1.0255e+00,9.9999996e-02
-4.7558e-02,-1.0590e+00,1.0127e+00,9.9999986e-02
1.4296e-01,-1.0554e+00,1.0181e+00,9.9999992e-02
3.3580e-01,-1.0335e+00,1.0411e+00,9.9967912e-02
5.3162e-01,-9.8795e-01,1.0786e+00,9.9989626e-02
7.2565e-01,-9.0996e-01,1.1233e+00,9.9999990e-02
9.0351e-01,-7.8939e-01,1.1616e+00,9.9999947e-02
1.0429e+00,-6.2311e-01,1.1776e+00,9.9999916e-02
1.1252e+00,-4.2232e-01,1.1638e+00,9.9999943e-02
1.1483e+00,-2.0841e-01,1.1267e+00,9.9999988e-02
1.3026e+00,-2.3740e-05,9.6154e-01,9.9999976e-02
1.2270e+00,1.9939e-01,9.1236e-01,9.9988024e-02
1.1427e+00,3.8147e-01,8.8055e-01,9.9958959e-02
1.0525e+00,5.5237e-01,8.6727e-01,9.9999993e-02
9.5595e-01,7.1832e-01,8.7316e-01,9.9911466e-02
8.4856e-01,8.8342e-01,8.9731e-01,9.9999448e-02
7.2536e-01,1.0508e+00,9.4028e-01,9.9905034e-02
5.7682e-01,1.2156e+00,9.9706e-01,9.9999899e-02
3.9460e-01,1.3623e+00,1.0573e+00,9.9999696e-02
1.7730e-01,1.4602e+00,1.1008e+00,9.9999639e-02
-5.9625e-02,1.4795e+00,1.1089e+00,9.9999645e-02
-2.8870e-01,1.4141e+00,1.0779e+00,9.9999651e-02
-4.8772e-01,1.2860e+00,1.0218e+00,9.9999816e-02
-6.5128e-01,1.1280e+00,9.6151e-01,9.9999976e-02
-7.8621e-01,9.6290e-01,9.1233e-01,9.9988041e-02
-9.0172e-01,7.9883e-01,8.8054e-01,9.9958936e-02
-1.0046e+00,6.3526e-01,8.6726e-01,9.9999993e-02
-1.1001e+00,4.6868e-01,8.7317e-01,9.9911490e-02
-1.1894e+00,2.9313e-01,8.9733e-01,9.9999451e-02
-1.2728e+00,1.0273e-01,9.4031e-01,9.9904994e-02
-1.3412e+00,-1.0830e-01,9.9709e-01,9.9999899e-02
-1.3771e+00,-3.3946e-01,1.0573e+00,9.9999696e-02
-1.3532e+00,-5.7658e-01,1.1008e+00,9.9999639e-02
-1.2516e+00,-7.9146e-01,1.1090e+00,9.9999645e-02
-1.0803e+00,-9.5711e-01,1.0779e+00,9.9999651e-02
-8.6986e-01,-1.0654e+00,1.0218e+00,9.9999816e-02
-6.5128e-01,-1.1281e+00,9.6151e-01,9.9999976e-02
-4.4081e-01,-1.1624e+00,9.1233e-01,9.9988064e-02
-2.4097e-01,-1.1804e+00,8.8053e-01,9.9958895e-02
-4.7861e-02,-1.1877e+00,8.6725e-01,9.9999993e-02
1.4413e-01,-1.1871e+00,8.7315e-01,9.9911404e-02
3.4080e-01,-1.1766e+00,8.9730e-01,9.9999443e-02
5.4740e-01,-1.1536e+00,9.4028e-01,9.9905099e-02
7.6435e-01,-1.1074e+00,9.9706e-01,9.9999899e-02
9.8250e-01,-1.0229e+00,1.0573e+00,9.9999697e-02
1.1759e+00,-8.8367e-01,1.1008e+00,9.9999639e-02
1.3112e+00,-6.8819e-01,1.1090e+00,9.9999645e-02
1.3691e+00,-4.5708e-01,1.0780e+00,9.9999651e-02
1.3576e+00,-2.2066e-01,1.0218e+00,9.9999816e-02
1.4713e+00,-2.3740e-05,8.1763e-01,9.9999804e-02
1.3688e+00,2.0142e-01,7.6193e-01,9.9999987e-02
1.2699e+00,3.8204e-01,7.2555e-01,9.9998289e-02
1.1754e+00,5.5098e-01,7.0777e-01,9.9955385e-02
1.0820e+00,7.1583e-01,7.0728e-01,9.9951801e-02
9.8591e-01,8.8336e-01,7.2403e-01,9.9999469e-02
8.8235e-01,1.0602e+00,7.5932e-01,9.9999990e-02
7.6341e-01,1.2509e+00,8.1393e-01,9.9999822e-02
6.1676e-01,1.4513e+00,8.8471e-01,9.9999531e-02
4.2795e-01,1.6369e+00,9.5769e-01,9.9999799e-02
1.9383e-01,1.7615e+00,1.0086e+00,9.9907747e-02
-6.5239e-02,1.7851e+00,1.0175e+00,9.9936323e-02
-3.1413e-01,1.7007e+00,9.8148e-01,9.9999911e-02
-5.2415e-01,1.5364e+00,9.1416e-01,9.9999577e-02
-6.8891e-01,1.3399e+00,8.4009e-01,9.9999682e-02
-8.2005e-01,1.1462e+00,7.7835e-01,9.9999959e-02
-9.3145e-01,9.6608e-01,7.3559e-01,9.9976567e-02
-1.0324e+00,7.9715e-01,7.1169e-01,9.9978394e-02
-1.1290e+00,6.3363e-01,7.0558e-01,9.9937543e-02
-1.2253e+00,4.6861e-01,7.1645e-01,9.9994133e-02
-1.3253e+00,2.9520e-01,7.4561e-01,9.9937755e-02
-1.4297e+00,1.0461e-01,7.9365e-01,9.9999912e-02
-1.5338e+00,-1.1228e-01,8.5993e-01,9.9999589e-02
-1.6160e+00,-3.5999e-01,9.3459e-01,9.9999671e-02
-1.6359e+00,-6.2570e-01,9.9545e-01,9.9999955e-02
-1.5607e+00,-8.7592e-01,1.0197e+00,9.9942681e-02
-1.3894e+00,-1.0729e+00,9.9794e-01,9.9999961e-02
-1.1535e+00,-1.1964e+00,9.3862e-01,9.9999693e-02
-8.9864e-01,-1.2561e+00,8.6406e-01,9.9999574e-02
-6.5782e-01,-1.2795e+00,7.9694e-01,9.9999900e-02
-4.3953e-01,-1.2884e+00,7.4783e-01,9.9927540e-02
-2.3860e-01,-1.2918e+00,7.1758e-01,9.9996305e-02
-4.7294e-02,-1.2941e+00,7.0572e-01,9.9938900e-02
1.4252e-01,-1.2953e+00,7.1087e-01,9.9974452e-02
3.3869e-01,-1.2955e+00,7.3371e-01,9.9982200e-02
5.4938e-01,-1.2928e+00,7.7538e-01,9.9999965e-02
7.8162e-01,-1.2808e+00,8.3612e-01,9.9999704e-02
1.0341e+00,-1.2426e+00,9.0987e-01,9.9999563e-02
1.2843e+00,-1.1508e+00,9.7829e-01,9.9999899e-02
1.4886e+00,-9.8488e-01,1.0167e+00,9.9933858e-02
1.6071e+00,-7.5341e-01,1.0103e+00,9.9913794e-02
1.6259e+00,-4.8918e-01,9.6145e-01,9.9999819e-02
1.5669e+00,-2.3063e-01,8.8904e-01,9.9999530e-02
1.6187e+00,-2.3740e-05,6.4565e-01,9.9999476e-02
1.4872e+00,2.0439e-01,5.9036e-01,9.9999904e-02
1.3727e+00,3.8458e-01,5.5473e-01,9.9923858e-02
1.2704e+00,5.5179e-01,5.3570e-01,9.9999881e-02
1.1763e+00,7.1530e-01,5.3177e-01,9.9991986e-02
1.0853e+00,8.8291e-01,5.4229e-01,9.9989435e-02
9.9286e-01,1.0631e+00,5.6843e-01,9.9999981e-02
