x,y,z,p
2.6345e+00,-2.1992e-01,1.0741e+00,1.4986208e-01
2.7684e+00,-2.1992e-01,1.0598e+00,1.4985922e-01
2.7183e+00,-1.1480e-01,1.0643e+00,1.4986551e-01
2.6043e+00,-8.7691e-02,1.0736e+00,1.4987532e-01
2.5117e+00,-1.6080e-01,1.0786e+00,1.4987285e-01
2.5117e+00,-2.7902e-01,1.0782e+00,1.4987388e-01
2.6043e+00,-3.5195e-01,1.0720e+00,1.4987420e-01
2.7182e+00,-3.2490e-01,1.0629e+00,1.4986359e-01
2.9011e+00,-2.1992e-01,1.0384e+00,1.4986738e-01
2.8709e+00,-9.5847e-02,1.0398e+00,1.4986981e-01
2.7871e+00,1.1446e-03,1.0462e+00,1.4988227e-01
2.6672e+00,4.9805e-02,1.0582e+00,1.4990244e-01
2.5371e+00,3.6767e-02,1.0692e+00,1.4991432e-01
2.4283e+00,-3.7293e-02,1.0726e+00,1.4990709e-01
2.3674e+00,-1.5408e-01,1.0715e+00,1.4988911e-01
2.3672e+00,-2.8579e-01,1.0719e+00,1.4989441e-01
2.4284e+00,-4.0250e-01,1.0723e+00,1.4991190e-01
2.5374e+00,-4.7587e-01,1.0661e+00,1.4991207e-01
2.6671e+00,-4.8850e-01,1.0537e+00,1.4989557e-01
2.7866e+00,-4.4037e-01,1.0432e+00,1.4987655e-01
2.8707e+00,-3.4390e-01,1.0390e+00,1.4986826e-01
3.0348e+00,-2.1992e-01,1.0111e+00,1.4988935e-01
3.0126e+00,-9.0122e-02,1.0097e+00,1.4988704e-01
2.9500e+00,2.5640e-02,1.0098e+00,1.4989003e-01
2.8546e+00,1.1698e-01,1.0164e+00,1.4990809e-01
2.7347e+00,1.7569e-01,1.0307e+00,1.4993458e-01
2.6002e+00,1.9347e-01,1.0477e+00,1.4995507e-01
2.4661e+00,1.6398e-01,1.0588e+00,1.4996510e-01
2.3504e+00,8.8676e-02,1.0594e+00,1.4996447e-01
2.2678e+00,-2.1470e-02,1.0531e+00,1.4994688e-01
2.2251e+00,-1.5161e-01,1.0483e+00,1.4992033e-01
2.2244e+00,-2.8835e-01,1.0501e+00,1.4993196e-01
2.2665e+00,-4.1904e-01,1.0566e+00,1.4995841e-01
2.3501e+00,-5.2881e-01,1.0604e+00,1.4996633e-01
2.4668e+00,-6.0223e-01,1.0544e+00,1.4996131e-01
2.6005e+00,-6.3002e-01,1.0393e+00,1.4994604e-01
2.7339e+00,-6.1247e-01,1.0228e+00,1.4992121e-01
2.8536e+00,-5.5538e-01,1.0121e+00,1.4989705e-01
2.9498e+00,-4.6534e-01,1.0092e+00,1.4988704e-01
3.0129e+00,-3.4983e-01,1.0105e+00,1.4988832e-01
3.1721e+00,-2.1992e-01,9.7797e-01,1.4991869e-01
3.1530e+00,-8.6794e-02,9.7373e-01,1.4991436e-01
3.1008e+00,3.6424e-02,9.6790e-01,1.4990963e-01
3.0216e+00,1.4366e-01,9.6611e-01,1.4991635e-01
2.9210e+00,2.3164e-01,9.7283e-01,1.4993961e-01
2.8025e+00,2.9720e-01,9.8904e-01,1.4996521e-01
2.6694e+00,3.3488e-01,1.0112e+00,1.4998104e-01
2.5282e+00,3.3720e-01,1.0317e+00,1.4998902e-01
2.3905e+00,2.9856e-01,1.0423e+00,1.4999371e-01
2.2702e+00,2.2040e-01,1.0395e+00,1.4999721e-01
2.1777e+00,1.1196e-01,1.0270e+00,1.4999887e-01
2.1164e+00,-1.4809e-02,1.0135e+00,1.4999716e-01
2.0854e+00,-1.5056e-01,1.0067e+00,1.4998971e-01
2.0835e+00,-2.8953e-01,1.0102e+00,1.4999489e-01
2.1120e+00,-4.2679e-01,1.0222e+00,1.4999882e-01
2.1737e+00,-5.5469e-01,1.0360e+00,1.4999805e-01
2.2690e+00,-6.6166e-01,1.0428e+00,1.4999500e-01
2.3918e+00,-7.3561e-01,1.0367e+00,1.4999081e-01
2.5295e+00,-7.7005e-01,1.0187e+00,1.4998434e-01
2.6689e+00,-7.6649e-01,9.9616e-01,1.4997174e-01
2.8005e+00,-7.3092e-01,9.7733e-01,1.4994892e-01
2.9194e+00,-6.6892e-01,9.6730e-01,1.4992273e-01
3.0218e+00,-5.8368e-01,9.6658e-01,1.4990998e-01
3.1026e+00,-4.7727e-01,9.7167e-01,1.4991233e-01
3.1547e+00,-3.5350e-01,9.7702e-01,1.4991772e-01
3.3161e+00,-2.1992e-01,9.3818e-01,1.4994195e-01
3.2960e+00,-7.9312e-02,9.3083e-01,1.4993898e-01
3.2446e+00,5.1716e-02,9.1921e-01,1.4993358e-01
3.1690e+00,1.6846e-01,9.0945e-01,1.4993333e-01
3.0755e+00,2.6989e-01,9.0717e-01,1.4994988e-01
2.9672e+00,3.5631e-01,9.1581e-01,1.4997500e-01
2.8446e+00,4.2671e-01,9.3581e-01,1.4998956e-01
2.7077e+00,4.7663e-01,9.6400e-01,1.4999452e-01
2.5590e+00,4.9784e-01,9.9335e-01,1.4999669e-01
2.4067e+00,4.8095e-01,1.0143e+00,1.4999823e-01
2.2643e+00,4.2125e-01,1.0190e+00,1.4999951e-01
2.1450e+00,3.2368e-01,1.0068e+00,1.4997770e-01
2.0557e+00,2.0057e-01,9.8463e-01,1.4994826e-01
1.9958e+00,6.4428e-02,9.6222e-01,1.4999894e-01
1.9604e+00,-7.6637e-02,9.4854e-01,1.4991898e-01
1.9463e+00,-2.1992e-01,9.4713e-01,1.4992855e-01
1.9533e+00,-3.6472e-01,9.5854e-01,1.4998860e-01
1.9841e+00,-5.0950e-01,9.7993e-01,1.4990811e-01
2.0451e+00,-6.4811e-01,1.0026e+00,1.4999991e-01
2.1397e+00,-7.6944e-01,1.0178e+00,1.4999973e-01
2.2651e+00,-8.5968e-01,1.0168e+00,1.4999850e-01
2.4103e+00,-9.0998e-01,9.9865e-01,1.4999704e-01
2.5608e+00,-9.2096e-01,9.7021e-01,1.4999506e-01
2.7059e+00,-8.9992e-01,9.4109e-01,1.4999108e-01
2.8408e+00,-8.5496e-01,9.1903e-01,1.4997911e-01
2.9643e+00,-7.9124e-01,9.0800e-01,1.4995510e-01
3.0760e+00,-7.1031e-01,9.0824e-01,1.4993517e-01
3.1734e+00,-6.1147e-01,9.1686e-01,1.4993269e-01
