x,y,z,p
2.6345e+00,-2.1992e-01,-3.9304e-01,1.5007081e+00
2.5852e+00,-2.1992e-01,-3.9000e-01,1.5010667e+00
2.6038e+00,-2.5844e-01,-3.9000e-01,1.5008206e+00
2.6454e+00,-2.6795e-01,-3.8999e-01,1.5005112e+00
2.6789e+00,-2.4130e-01,-3.8997e-01,1.5005196e+00
2.6789e+00,-1.9855e-01,-3.8997e-01,1.5005075e+00
2.6454e+00,-1.7189e-01,-3.9000e-01,1.5005414e+00
2.6038e+00,-1.8140e-01,-3.9000e-01,1.5008950e+00
2.5367e+00,-2.1992e-01,-3.8089e-01,1.5013107e+00
2.5479e+00,-2.6537e-01,-3.8091e-01,1.5012276e+00
2.5789e+00,-3.0041e-01,-3.8093e-01,1.5008042e+00
2.6227e+00,-3.1701e-01,-3.8093e-01,1.5003183e+00
2.6691e+00,-3.1136e-01,-3.8089e-01,1.5002120e+00
2.7077e+00,-2.8477e-01,-3.8086e-01,1.5003110e+00
2.7294e+00,-2.4332e-01,-3.8083e-01,1.5005138e+00
2.7294e+00,-1.9652e-01,-3.8084e-01,1.5004537e+00
2.7077e+00,-1.5508e-01,-3.8087e-01,1.5002559e+00
2.6691e+00,-1.2848e-01,-3.8091e-01,1.5002213e+00
2.6227e+00,-1.2283e-01,-3.8094e-01,1.5004323e+00
2.5789e+00,-1.3943e-01,-3.8092e-01,1.5010241e+00
2.5479e+00,-1.7447e-01,-3.8090e-01,1.5012522e+00
2.4896e+00,-2.1992e-01,-3.6594e-01,1.5000007e+00
2.4974e+00,-2.6697e-01,-3.6596e-01,1.5000004e+00
2.5201e+00,-3.0890e-01,-3.6590e-01,1.5013335e+00
2.5552e+00,-3.4121e-01,-3.6594e-01,1.5007713e+00
2.5989e+00,-3.6037e-01,-3.6594e-01,1.5002008e+00
2.6464e+00,-3.6429e-01,-3.6590e-01,1.5000718e+00
2.6927e+00,-3.5257e-01,-3.6585e-01,1.5000530e+00
2.7326e+00,-3.2648e-01,-3.6582e-01,1.5000932e+00
2.7618e+00,-2.8885e-01,-3.6579e-01,1.5002914e+00
2.7773e+00,-2.4376e-01,-3.6577e-01,1.5006059e+00
2.7773e+00,-1.9608e-01,-3.6578e-01,1.5004686e+00
2.7618e+00,-1.5099e-01,-3.6580e-01,1.5001613e+00
2.7326e+00,-1.1336e-01,-3.6583e-01,1.5000628e+00
2.6927e+00,-8.7265e-02,-3.6587e-01,1.5000559e+00
2.6464e+00,-7.5539e-02,-3.6592e-01,1.5001117e+00
2.5989e+00,-7.9468e-02,-3.6595e-01,1.5004007e+00
2.5552e+00,-9.8639e-02,-3.6591e-01,1.5011904e+00
2.5201e+00,-1.3092e-01,-3.6597e-01,1.5000002e+00
2.4974e+00,-1.7288e-01,-3.6595e-01,1.5000007e+00
2.4447e+00,-2.1992e-01,-3.4515e-01,1.5000005e+00
2.4507e+00,-2.6711e-01,-3.4518e-01,1.5000031e+00
2.4682e+00,-3.1135e-01,-3.4522e-01,1.5000008e+00
2.4961e+00,-3.4982e-01,-3.4517e-01,1.5014903e+00
2.5328e+00,-3.8016e-01,-3.4523e-01,1.5007876e+00
2.5758e+00,-4.0043e-01,-3.4524e-01,1.5001510e+00
2.6226e+00,-4.0931e-01,-3.4519e-01,1.5000365e+00
2.6700e+00,-4.0629e-01,-3.4512e-01,1.5000146e+00
2.7152e+00,-3.9157e-01,-3.4507e-01,1.5000053e+00
2.7554e+00,-3.6608e-01,-3.4504e-01,1.5000027e+00
2.7879e+00,-3.3142e-01,-3.4504e-01,1.5000190e+00
2.8108e+00,-2.8975e-01,-3.4504e-01,1.5001984e+00
2.8226e+00,-2.4369e-01,-3.4503e-01,1.5005628e+00
2.8227e+00,-1.9615e-01,-3.4503e-01,1.5003350e+00
2.8108e+00,-1.5009e-01,-3.4504e-01,1.5000467e+00
2.7879e+00,-1.0843e-01,-3.4504e-01,1.5000040e+00
2.7554e+00,-7.3760e-02,-3.4506e-01,1.5000037e+00
2.7152e+00,-4.8260e-02,-3.4510e-01,1.5000108e+00
2.6700e+00,-3.3530e-02,-3.4516e-01,1.5000258e+00
2.6226e+00,-3.0511e-02,-3.4522e-01,1.5000884e+00
2.5758e+00,-3.9416e-02,-3.4524e-01,1.5004645e+00
2.5328e+00,-5.9698e-02,-3.4519e-01,1.5014024e+00
2.4961e+00,-8.9999e-02,-3.4524e-01,1.5000006e+00
2.4682e+00,-1.2850e-01,-3.4519e-01,1.5000010e+00
2.4507e+00,-1.7274e-01,-3.4507e-01,1.5013970e+00
2.8662e+00,-2.1992e-01,3.1888e-01,1.5000013e+00
2.8611e+00,-1.7175e-01,3.1886e-01,1.5000015e+00
2.4227e+00,-3.1419e-01,-3.1901e-01,1.5000303e+00
2.4469e+00,-3.5618e-01,-3.1908e-01,1.5000006e+00
2.4793e+00,-3.9222e-01,-3.1912e-01,1.5000002e+00
2.5186e+00,-4.2069e-01,-3.1910e-01,1.5006311e+00
2.5628e+00,-4.4041e-01,-3.1909e-01,1.5000739e+00
2.6102e+00,-4.5044e-01,-3.1903e-01,1.5000122e+00
2.6587e+00,-4.5038e-01,-3.1895e-01,1.5000060e+00
2.7061e+00,-4.4026e-01,-3.1888e-01,1.5000010e+00
2.7503e+00,-4.2053e-01,-3.1884e-01,1.5000003e+00
2.7895e+00,-3.9206e-01,-3.1882e-01,1.5001726e+00
2.8219e+00,-3.5607e-01,-3.1882e-01,1.5004258e+00
2.8461e+00,-3.1415e-01,-3.1887e-01,1.5000005e+00
2.8611e+00,-2.6809e-01,-3.1889e-01,1.5000468e+00
2.8661e+00,-2.1992e-01,-3.1889e-01,1.5000751e+00
2.8611e+00,-1.7175e-01,-3.1887e-01,1.5000231e+00
2.8461e+00,-1.2570e-01,-3.1883e-01,1.5002849e+00
2.8219e+00,-8.3774e-02,-3.1881e-01,1.5002890e+00
2.7895e+00,-4.7777e-02,-3.1883e-01,1.5000027e+00
2.7503e+00,-1.9290e-02,-3.1887e-01,1.5000003e+00
2.7061e+00,4.5373e-04,-3.1894e-01,1.5000051e+00
2.6587e+00,1.0582e-02,-3.1901e-01,1.5000099e+00
2.6102e+00,1.0632e-02,-3.1908e-01,1.5000476e+00
2.5628e+00,5.6990e-04,-3.1910e-01,1.5004181e+00
2.5185e+00,-1.9129e-02,-3.1913e-01,1.5000002e+00
2.4793e+00,-4.7641e-02,-3.1909e-01,1.5000010e+00
2.4470e+00,-8.3685e-02,-3.1902e-01,1.5000049e+00
2.8461e+00,-3.1415e-01,3.1886e-01,1.5000002e+00
2.8611e+00,-2.6809e-01,3.1888e-01,1.5000017e+00
2.9046e+00,-2.1992e-01,2.8767e-01,1.5000002e+00
2.9003e+00,-1.7169e-01,2.8765e-01,1.5000005e+00
2.8873e+00,-1.2502e-01,2.8761e-01,1.5000007e+00
2.8663e+00,-8.1412e-02,2.8757e-01,1.5000030e+00
2.4309e+00,-3.9778e-01,-2.8788e-01,1.5000009e+00
2.4659e+00,-4.3131e-01,-2.8792e-01,1.5000002e+00
2.5064e+00,-4.5800e-01,-2.8791e-01,1.5003209e+00
2.5509e+00,-4.7703e-01,-2.8789e-01,1.5000016e+00
2.5982e+00,-4.8775e-01,-2.8781e-01,1.5000002e+00
2.6466e+00,-4.8980e-01,-2.8769e-01,1.5007303e+00
2.6946e+00,-4.8326e-01,-2.8764e-01,1.5000126e+00
2.7406e+00,-4.6825e-01,-2.8759e-01,1.5000050e+00
2.7832e+00,-4.4528e-01,-2.8756e-01,1.5000015e+00
2.8210e+00,-4.1506e-01,-2.8750e-01,1.5013614e+00
2.4159e+00,-6.1089e-02,2.8775e-01,1.5000012e+00
2.3911e+00,-1.0271e-01,2.8767e-01,1.5000024e+00
2.8948e+00,-2.9178e-01,-2.8764e-01,1.5005165e+00
2.9035e+00,-2.4414e-01,-2.8768e-01,1.5000079e+00
2.9035e+00,-1.9571e-01,-2.8765e-01,1.5003446e+00
2.3741e+00,-2.9179e-01,2.8766e-01,1.5000005e+00
2.3910e+00,-3.3716e-01,2.8775e-01,1.5000010e+00
2.8529e+00,-6.1197e-02,-2.8757e-01,1.5000001e+00
2.8211e+00,-2.4745e-02,-2.8756e-01,1.5000029e+00
2.7832e+00,5.4572e-03,-2.8758e-01,1.5000096e+00
2.7406e+00,2.8448e-02,-2.8764e-01,1.5000076e+00
2.6946e+00,4.3461e-02,-2.8769e-01,1.5005526e+00
2.6466e+00,5.0070e-02,-2.8781e-01,1.5000003e+00
2.5982e+00,4.7965e-02,-2.8788e-01,1.5000007e+00
2.5509e+00,3.7207e-02,-2.8791e-01,1.5002553e+00
2.5063e+00,1.8167e-02,-2.8792e-01,1.5000002e+00
2.4659e+00,-8.5675e-03,-2.8788e-01,1.5000007e+00
2.8378e+00,-3.9760e-01,2.8757e-01,1.5000204e+00
2.8663e+00,-3.5845e-01,2.8761e-01,1.5000006e+00
2.8874e+00,-3.1484e-01,2.8764e-01,1.5000005e+00
2.9003e+00,-2.6816e-01,2.8767e-01,1.5000002e+00
2.9389e+00,-2.1992e-01,2.5185e-01,1.5002010e+00
2.9349e+00,-1.7109e-01,2.5181e-01,1.5006920e+00
2.9232e+00,-1.2354e-01,2.5179e-01,1.5000002e+00
2.9039e+00,-7.8503e-02,2.5174e-01,1.5000009e+00
2.8777e+00,-3.7142e-02,2.5170e-01,1.5000007e+00
2.4234e+00,-4.3967e-01,-2.5207e-01,1.5000011e+00
2.4614e+00,-4.7066e-01,-2.5205e-01,1.5012988e+00
2.5038e+00,-4.9520e-01,-2.5208e-01,1.5004854e+00
2.5497e+00,-5.1256e-01,-2.5205e-01,1.5000197e+00
2.5978e+00,-5.2226e-01,-2.5196e-01,1.5002611e+00
2.6467e+00,-5.2413e-01,-2.5187e-01,1.5000256e+00
2.6953e+00,-5.1810e-01,-2.5177e-01,1.5004169e+00
2.7424e+00,-5.0442e-01,-2.5172e-01,1.5000399e+00
2.7866e+00,-4.8340e-01,-2.5169e-01,1.5000275e+00
2.4418e+00,1.6058e-02,2.5202e-01,1.5002456e+00
2.4065e+00,-1.7975e-02,2.5193e-01,1.5003073e+00
2.3772e+00,-5.7210e-02,2.5185e-01,1.5000178e+00
2.3545e+00,-1.0063e-01,2.5176e-01,1.5000034e+00
2.9301e+00,-2.9278e-01,-2.5186e-01,1.5000011e+00
2.3312e+00,-2.4440e-01,2.5170e-01,1.5000071e+00
2.3390e+00,-2.9275e-01,2.5176e-01,1.5000010e+00
2.3544e+00,-3.3925e-01,2.5185e-01,1.5000149e+00
2.3771e+00,-3.8268e-01,2.5192e-01,1.5006322e+00
2.4065e+00,-4.2192e-01,2.5200e-01,1.5007351e+00
2.8269e+00,1.5744e-02,-2.5169e-01,1.5000181e+00
2.7866e+00,4.3591e-02,-2.5173e-01,1.5000353e+00
2.7424e+00,6.4634e-02,-2.5177e-01,1.5004923e+00
2.6954e+00,7.8387e-02,-2.5188e-01,1.5000300e+00
2.6467e+00,8.4392e-02,-2.5196e-01,1.5002616e+00
2.5977e+00,8.2526e-02,-2.5205e-01,1.5000158e+00
2.5497e+00,7.2776e-02,-2.5210e-01,1.5000054e+00
2.5039e+00,5.5327e-02,-2.5205e-01,1.5014128e+00
2.4614e+00,3.0839e-02,-2.5207e-01,1.5000010e+00
2.8452e+00,-4.3935e-01,2.5170e-01,1.5000018e+00
2.8777e+00,-4.0273e-01,2.5174e-01,1.5000008e+00
2.9040e+00,-3.6137e-01,2.5179e-01,1.5000002e+00
2.9232e+00,-3.1631e-01,2.5181e-01,1.5006597e+00
2.9350e+00,-2.6876e-01,2.5186e-01,1.5001953e+00
2.9685e+00,-2.1992e-01,2.1198e-01,1.5001208e+00
2.9648e+00,-1.7130e-01,2.1190e-01,1.5014887e+00
2.9542e+00,-1.2372e-01,2.1191e-01,1.5000165e+00
2.9367e+00,-7.8251e-02,2.1181e-01,1.5011860e+00
2.9128e+00,-3.5765e-02,2.1180e-01,1.5000005e+00
2.8830e+00,2.7644e-03,2.1177e-01,1.5000008e+00
2.4206e+00,-4.7692e-01,-2.1219e-01,1.5000006e+00
2.4603e+00,-5.0534e-01,-2.1220e-01,1.5000824e+00
2.7650e+00,8.7302e-02,2.1184e-01,1.5000014e+00
2.5499e+00,-5.4330e-01,-2.1213e-01,1.5000391e+00
2.6223e+00,1.1404e-01,2.1207e-01,1.5004506e+00
2.6951e+00,-5.4815e-01,-2.1183e-01,1.5012602e+00
2.7422e+00,-5.3580e-01,-2.1181e-01,1.5000374e+00
2.7870e+00,-5.1669e-01,-2.1178e-01,1.5000008e+00
2.8286e+00,-4.9128e-01,-2.1175e-01,1.5006406e+00
2.4025e+00,2.0654e-02,2.1207e-01,1.5000017e+00
2.8987e+00,-4.2394e-01,-2.1185e-01,1.5000002e+00
2.9256e+00,-3.8333e-01,-2.1190e-01,1.5001803e+00
2.9464e+00,-3.3923e-01,-2.1195e-01,1.5000476e+00
2.9605e+00,-2.9255e-01,-2.1199e-01,1.5000009e+00
2.9676e+00,-2.4431e-01,-2.1200e-01,1.5000770e+00
2.9676e+00,-1.9554e-01,-2.1199e-01,1.5000013e+00
2.9604e+00,-1.4731e-01,-2.1195e-01,1.5000030e+00
2.9463e+00,-1.0065e-01,-2.1188e-01,1.5002950e+00
2.9256e+00,-5.6556e-02,-2.1184e-01,1.5000004e+00
2.3700e+00,-4.2417e-01,2.1208e-01,1.5000004e+00
2.4024e+00,-4.6059e-01,2.1215e-01,1.5000207e+00
2.8286e+00,5.1440e-02,-2.1175e-01,1.5007487e+00
2.7871e+00,7.6902e-02,-2.1181e-01,1.5001459e+00
2.7423e+00,9.6067e-02,-2.1189e-01,1.5000005e+00
2.5738e+00,-5.4850e-01,2.1205e-01,1.5008815e+00
2.6223e+00,-5.5375e-01,2.1199e-01,1.5000002e+00
2.5979e+00,1.1234e-01,-2.1214e-01,1.5000089e+00
2.5499e+00,1.0356e-01,-2.1219e-01,1.5000013e+00
2.5037e+00,8.7818e-02,-2.1221e-01,1.5000236e+00
2.4603e+00,6.5467e-02,-2.1218e-01,1.5000016e+00
2.8479e+00,-4.7643e-01,2.1177e-01,1.5000043e+00
2.8830e+00,-4.4265e-01,2.1181e-01,1.5000003e+00
2.9129e+00,-4.0410e-01,2.1183e-01,1.5008943e+00
2.9368e+00,-3.6166e-01,2.1192e-01,1.5000021e+00
2.9543e+00,-3.1615e-01,2.1197e-01,1.5000008e+00
2.9650e+00,-2.6856e-01,2.1198e-01,1.5001659e+00
2.9929e+00,-2.1992e-01,1.6865e-01,1.5000004e+00
2.2799e+00,-2.6865e-01,-1.6840e-01,1.5000004e+00
2.9794e+00,-1.2328e-01,1.6855e-01,1.5007133e+00
2.9630e+00,-7.7240e-02,1.6852e-01,1.5000300e+00
2.9403e+00,-3.3936e-02,1.6843e-01,1.5011715e+00
2.9121e+00,5.9678e-03,1.6843e-01,1.5000012e+00
2.3896e+00,-4.8206e-01,-1.6879e-01,1.5000037e+00
2.4276e+00,-5.1301e-01,-1.6882e-01,1.5000040e+00
2.4694e+00,-5.3845e-01,-1.6882e-01,1.5000009e+00
2.5144e+00,-5.5788e-01,-1.6878e-01,1.5001254e+00
2.5615e+00,-5.7089e-01,-1.6869e-01,1.5013804e+00
2.6100e+00,1.3782e-01,1.6873e-01,1.5000061e+00
2.5615e+00,1.3127e-01,1.6878e-01,1.5001602e+00
2.7543e+00,-5.5720e-01,-1.6844e-01,1.5001023e+00
2.7991e+00,-5.3769e-01,-1.6842e-01,1.5000003e+00
2.4277e+00,7.3038e-02,1.6874e-01,1.5010684e+00
2.8788e+00,-4.8153e-01,-1.6845e-01,1.5000003e+00
2.3565e+00,6.2187e-03,1.6861e-01,1.5000124e+00
2.9405e+00,-4.0602e-01,-1.6854e-01,1.5000156e+00
2.9630e+00,-3.6264e-01,-1.6857e-01,1.5008518e+00
2.9795e+00,-3.1660e-01,-1.6863e-01,1.5003196e+00
2.9895e+00,-1.7113e-01,-1.6862e-01,1.5002439e+00
2.9630e+00,-7.7240e-02,-1.6853e-01,1.5000258e+00
2.3283e+00,-4.0613e-01,1.6863e-01,1.5000039e+00
2.9121e+00,5.9678e-03,-1.6844e-01,1.5000003e+00
2.3896e+00,-4.8206e-01,1.6878e-01,1.5000062e+00
2.8409e+00,7.2460e-02,-1.6841e-01,1.5003049e+00
2.7991e+00,9.7870e-02,-1.6843e-01,1.5008841e+00
2.5615e+00,-5.7094e-01,1.6870e-01,1.5005992e+00
2.6100e+00,1.3782e-01,-1.6874e-01,1.5001552e+00
2.5615e+00,1.3123e-01,-1.6878e-01,1.5007042e+00
2.5143e+00,1.1812e-01,-1.6882e-01,1.5000016e+00
2.4694e+00,9.8573e-02,-1.6880e-01,1.5005367e+00
2.4276e+00,7.3094e-02,-1.6878e-01,1.5000029e+00
2.8788e+00,-4.8153e-01,1.6843e-01,1.5000004e+00
2.9122e+00,-4.4586e-01,1.6846e-01,1.5006301e+00
2.9405e+00,-4.0602e-01,1.6853e-01,1.5000511e+00
2.9631e+00,-3.6266e-01,1.6859e-01,1.5000004e+00
2.9795e+00,-3.1661e-01,1.6863e-01,1.5000040e+00
2.9895e+00,-2.6873e-01,1.6865e-01,1.5000008e+00
3.0116e+00,-2.1992e-01,1.2252e-01,1.5000019e+00
3.0082e+00,-1.7072e-01,1.2248e-01,1.5009186e+00
2.2708e+00,-3.1737e-01,-1.2234e-01,1.5000022e+00
2.9825e+00,-7.5752e-02,1.2240e-01,1.5005048e+00
2.9606e+00,-3.1609e-02,1.2237e-01,1.5000204e+00
2.9332e+00,9.2825e-03,1.2233e-01,1.5000003e+00
2.9007e+00,4.6260e-02,1.2231e-01,1.5000022e+00
2.4047e+00,-5.1936e-01,-1.2264e-01,1.5000219e+00
2.4900e+00,-5.6860e-01,-1.2263e-01,1.5000078e+00
2.5368e+00,-5.8435e-01,-1.2259e-01,1.5000004e+00
2.6836e+00,-5.9336e-01,-1.2239e-01,1.5009349e+00
2.5368e+00,1.4465e-01,1.2263e-01,1.5000003e+00
2.4900e+00,1.2881e-01,1.2264e-01,1.5000094e+00
2.4458e+00,1.0693e-01,1.2262e-01,1.5000036e+00
2.4048e+00,7.9405e-02,1.2258e-01,1.5000022e+00
2.9007e+00,-4.8617e-01,-1.2235e-01,1.5000004e+00
2.3352e+00,-4.4952e-01,1.2254e-01,1.5000005e+00
2.3677e+00,-4.8674e-01,1.2260e-01,1.5000006e+00
2.4047e+00,-5.1936e-01,1.2263e-01,1.5000006e+00
2.4458e+00,-5.4678e-01,1.2263e-01,1.5005107e+00
2.4900e+00,-5.6860e-01,1.2262e-01,1.5000133e+00
2.5852e+00,1.5412e-01,-1.2259e-01,1.5007637e+00
2.4900e+00,1.2881e-01,-1.2265e-01,1.5000035e+00
2.4458e+00,1.0693e-01,-1.2264e-01,1.5000003e+00
2.8636e+00,-5.1858e-01,1.2231e-01,1.5000010e+00
2.9007e+00,-4.8611e-01,1.2231e-01,1.5013679e+00
2.9333e+00,-4.4922e-01,1.2238e-01,1.5000004e+00
2.9608e+00,-4.0833e-01,1.2243e-01,1.5000017e+00
2.9827e+00,-3.6417e-01,1.2247e-01,1.5000041e+00
2.9987e+00,-3.1751e-01,1.2250e-01,1.5000003e+00
3.0083e+00,-2.6914e-01,1.2252e-01,1.5000023e+00
2.2726e+00,-3.6321e-01,-7.4259e-02,1.5000092e+00
2.9755e+00,-3.2456e-02,7.4225e-02,1.5014628e+00
2.9492e+00,8.7527e-03,7.4209e-02,1.5007199e+00
2.9180e+00,4.6366e-02,7.4200e-02,1.5000011e+00
2.3858e+00,-5.2045e-01,-7.4409e-02,1.5005948e+00
2.4255e+00,-5.4927e-01,-7.4416e-02,1.5008303e+00
2.4684e+00,-5.7286e-01,-7.4414e-02,1.5005652e+00
2.9757e+00,-4.0754e-01,-7.4296e-02,1.5000066e+00
2.2728e+00,-7.6738e-02,7.4191e-02,1.5001470e+00
3.0119e+00,-3.1684e-01,-7.4346e-02,1.5000003e+00
3.0212e+00,-2.6877e-01,-7.4356e-02,1.5000026e+00
3.0242e+00,-2.1992e-01,-7.4354e-02,1.5000020e+00
2.2487e+00,-2.6866e-01,7.4172e-02,1.5000294e+00
2.3192e+00,-4.4899e-01,7.4336e-02,1.5004261e+00
2.3502e+00,-4.8686e-01,7.4380e-02,1.5000004e+00
2.8001e+00,1.3215e-01,-7.4231e-02,1.5000283e+00
2.4684e+00,1.3307e-01,-7.4426e-02,1.5000028e+00
2.4255e+00,1.0940e-01,-7.4410e-02,1.5000014e+00
2.8824e+00,-5.1967e-01,7.4205e-02,1.5000004e+00
2.9181e+00,-4.8630e-01,7.4225e-02,1.5001070e+00
2.9494e+00,-4.4873e-01,7.4252e-02,1.5001861e+00
2.9967e+00,-3.6333e-01,7.4306e-02,1.5005796e+00
2.9811e+00,-2.9348e-02,2.4882e-02,1.5000233e+00
2.9544e+00,1.2493e-02,2.4871e-02,1.5003659e+00
2.9227e+00,5.0700e-02,2.4866e-02,1.5000014e+00
2.3818e+00,-5.2540e-01,-2.4949e-02,1.5001268e+00
2.8865e+00,-5.2455e-01,-2.4879e-02,1.5000068e+00
2.9227e+00,5.0700e-02,-2.4878e-02,1.5000018e+00
2.5602e+00,1.6947e-01,-2.4946e-02,1.5001050e+00
1.8695e+00,2.1344e+00,-1.5575e-01,1.4999948e+00
2.4220e+00,1.1480e-01,-2.4947e-02,1.5000009e+00
2.8865e+00,-5.2455e-01,2.4868e-02,1.5000004e+00
2.9228e+00,-4.9064e-01,2.4876e-02,1.5000125e+00
2.9545e+00,-4.5247e-01,2.4886e-02,1.5000004e+00
2.9811e+00,-2.9348e-02,-2.4894e-02,1.5000233e+00
2.9544e+00,1.2493e-02,-2.4883e-02,1.5003659e+00
2.9227e+00,5.0700e-02,-2.4878e-02,1.5000014e+00
2.3818e+00,-5.2540e-01,2.4938e-02,1.5001268e+00
2.8865e+00,-5.2455e-01,2.4868e-02,1.5000073e+00
2.9227e+00,5.0700e-02,2.4866e-02,1.5000018e+00
2.5602e+00,1.6947e-01,2.4935e-02,1.5001024e+00
1.8695e+00,2.1344e+00,1.5574e-01,1.4999948e+00
2.4220e+00,1.1480e-01,2.4936e-02,1.5000009e+00
2.8865e+00,-5.2455e-01,-2.4879e-02,1.5000004e+00
2.9228e+00,-4.9064e-01,-2.4887e-02,1.5000125e+00
2.9545e+00,-4.5247e-01,-2.4897e-02,1.5000004e+00
2.2726e+00,-3.6321e-01,7.4248e-02,1.5000092e+00
2.9755e+00,-3.2456e-02,-7.4237e-02,1.5014628e+00
2.9492e+00,8.7527e-03,-7.4220e-02,1.5007199e+00
2.9180e+00,4.6366e-02,-7.4211e-02,1.5000011e+00
2.3858e+00,-5.2045e-01,7.4398e-02,1.5005948e+00
2.4255e+00,-5.4927e-01,7.4405e-02,1.5008298e+00
2.4684e+00,-5.7286e-01,7.4403e-02,1.5005539e+00
2.9757e+00,-4.0754e-01,7.4285e-02,1.5000050e+00
2.2728e+00,-7.6740e-02,-7.4201e-02,1.5002285e+00
3.0119e+00,-3.1684e-01,7.4335e-02,1.5000003e+00
3.0212e+00,-2.6877e-01,7.4345e-02,1.5000026e+00
3.0242e+00,-2.1992e-01,7.4343e-02,1.5000020e+00
2.2487e+00,-2.6866e-01,-7.4183e-02,1.5000249e+00
2.3192e+00,-4.4899e-01,-7.4347e-02,1.5004252e+00
2.3502e+00,-4.8686e-01,-7.4391e-02,1.5000005e+00
2.8001e+00,1.3215e-01,7.4219e-02,1.5000292e+00
2.4684e+00,1.3307e-01,7.4415e-02,1.5000028e+00
2.4255e+00,1.0940e-01,7.4399e-02,1.5000014e+00
2.8824e+00,-5.1967e-01,-7.4216e-02,1.5000004e+00
2.9181e+00,-4.8630e-01,-7.4236e-02,1.5001070e+00
2.9494e+00,-4.4873e-01,-7.4263e-02,1.5001861e+00
2.9967e+00,-3.6333e-01,-7.4317e-02,1.5005797e+00
3.0116e+00,-2.1992e-01,-1.2253e-01,1.5000019e+00
3.0082e+00,-1.7072e-01,-1.2249e-01,1.5009185e+00
