x,y,z,p
2.6345e+00,-2.1992e-01,2.5856e+00,1.0000877e-02
2.9558e+00,-2.1992e-01,2.5434e+00,1.0000340e-02
2.8359e+00,3.2713e-02,2.5578e+00,1.0000554e-02
2.5618e+00,9.8255e-02,2.5834e+00,1.0000912e-02
2.3395e+00,-7.7854e-02,2.5919e+00,1.0001260e-02
2.3395e+00,-3.6197e-01,2.5916e+00,1.0001202e-02
2.5620e+00,-5.3760e-01,2.5794e+00,1.0000847e-02
2.8356e+00,-4.7213e-01,2.5535e+00,1.0000492e-02
3.2692e+00,-2.1992e-01,2.4719e+00,1.0000026e-02
3.1982e+00,7.5937e-02,2.4795e+00,1.0000086e-02
2.9997e+00,3.0920e-01,2.5040e+00,1.0000289e-02
2.7132e+00,4.2822e-01,2.5429e+00,1.0000483e-02
2.4003e+00,3.9745e-01,2.5716e+00,1.0000599e-02
2.1404e+00,2.1779e-01,2.5709e+00,1.0000760e-02
1.9967e+00,-6.2737e-02,2.5581e+00,1.0001234e-02
1.9959e+00,-3.7732e-01,2.5617e+00,1.0001057e-02
2.1398e+00,-6.5820e-01,2.5741e+00,1.0000678e-02
2.4010e+00,-8.3564e-01,2.5647e+00,1.0000565e-02
2.7127e+00,-8.6454e-01,2.5291e+00,1.0000426e-02
2.9981e+00,-7.4679e-01,2.4934e+00,1.0000208e-02
3.1972e+00,-5.1529e-01,2.4754e+00,1.0000051e-02
3.5761e+00,-2.1992e-01,2.3782e+00,1.0000017e-02
3.5252e+00,8.5863e-02,2.3786e+00,1.0000008e-02
3.3805e+00,3.6074e-01,2.3877e+00,1.0000004e-02
3.1580e+00,5.8147e-01,2.4178e+00,1.0000048e-02
2.8745e+00,7.2809e-01,2.4700e+00,1.0000105e-02
2.5519e+00,7.7670e-01,2.5258e+00,1.0000202e-02
2.2281e+00,7.0661e-01,2.5554e+00,1.0000204e-02
1.9526e+00,5.2081e-01,2.5429e+00,1.0000072e-02
1.7621e+00,2.5216e-01,2.5052e+00,1.0000027e-02
1.6663e+00,-5.8363e-02,2.4791e+00,1.0000099e-02
1.6626e+00,-3.8210e-01,2.4886e+00,1.0000052e-02
1.7552e+00,-6.9576e-01,2.5251e+00,1.0000034e-02
1.9495e+00,-9.6395e-01,2.5542e+00,1.0000141e-02
2.2296e+00,-1.1428e+00,2.5454e+00,1.0000227e-02
2.5528e+00,-1.2060e+00,2.4991e+00,1.0000152e-02
2.8718e+00,-1.1570e+00,2.4416e+00,1.0000073e-02
3.1541e+00,-1.0153e+00,2.3995e+00,1.0000023e-02
3.3785e+00,-7.9899e-01,2.3812e+00,1.0000001e-02
3.5250e+00,-5.2564e-01,2.3781e+00,1.0000014e-02
3.8812e+00,-2.1992e-01,2.2678e+00,1.0000028e-02
3.8385e+00,8.9220e-02,2.2612e+00,1.0000039e-02
3.7206e+00,3.7718e-01,2.2545e+00,1.0000054e-02
3.5410e+00,6.3134e-01,2.2620e+00,1.0000055e-02
3.3110e+00,8.4612e-01,2.2967e+00,1.0000074e-02
3.0357e+00,1.0151e+00,2.3620e+00,1.0000022e-02
2.7189e+00,1.1218e+00,2.4453e+00,1.0000042e-02
2.3751e+00,1.1399e+00,2.5182e+00,1.0000203e-02
2.0376e+00,1.0485e+00,2.5499e+00,1.0000154e-02
