x,y,z,p
2.6345e+00,-2.1992e-01,1.3281e+00,9.9992387e-02
2.8000e+00,-2.1992e-01,1.3102e+00,9.9991373e-02
2.7381e+00,-8.9981e-02,1.3156e+00,9.9992145e-02
2.5972e+00,-5.6528e-02,1.3266e+00,9.9992853e-02
2.4829e+00,-1.4691e-01,1.3321e+00,9.9992540e-02
2.4829e+00,-2.9291e-01,1.3317e+00,9.9992625e-02
2.5972e+00,-3.8308e-01,1.3247e+00,9.9992807e-02
2.7380e+00,-3.4970e-01,1.3139e+00,9.9991943e-02
2.9635e+00,-2.1992e-01,1.2817e+00,9.9989798e-02
2.9262e+00,-6.6788e-02,1.2834e+00,9.9990587e-02
2.8228e+00,5.2925e-02,1.2912e+00,9.9992303e-02
2.6749e+00,1.1299e-01,1.3061e+00,9.9993812e-02
2.5144e+00,9.6791e-02,1.3192e+00,9.9994293e-02
2.3803e+00,5.2273e-03,1.3224e+00,9.9993485e-02
2.3054e+00,-1.3881e-01,1.3200e+00,9.9992067e-02
2.3052e+00,-3.0108e-01,1.3208e+00,9.9992473e-02
2.3803e+00,-4.4508e-01,1.3224e+00,9.9993910e-02
2.5147e+00,-5.3577e-01,1.3156e+00,9.9994265e-02
2.6747e+00,-5.5142e-01,1.3006e+00,9.9993385e-02
2.8223e+00,-4.9200e-01,1.2876e+00,9.9991667e-02
2.9260e+00,-3.7293e-01,1.2824e+00,9.9990180e-02
3.1272e+00,-2.1992e-01,1.2444e+00,9.9988995e-02
3.0998e+00,-6.0178e-02,1.2426e+00,9.9989290e-02
3.0228e+00,8.2314e-02,1.2428e+00,9.9990609e-02
2.9055e+00,1.9487e-01,1.2514e+00,9.9992975e-02
2.7579e+00,2.6741e-01,1.2697e+00,9.9995191e-02
2.5923e+00,2.8954e-01,1.2912e+00,9.9996549e-02
2.4270e+00,2.5312e-01,1.3046e+00,9.9997070e-02
2.2848e+00,1.5992e-01,1.3040e+00,9.9996757e-02
2.1837e+00,2.3996e-02,1.2944e+00,9.9995060e-02
2.1317e+00,-1.3603e-01,1.2873e+00,9.9992589e-02
2.1307e+00,-3.0398e-01,1.2899e+00,9.9993680e-02
2.1819e+00,-4.6483e-01,1.2997e+00,9.9996136e-02
2.2843e+00,-6.0036e-01,1.3060e+00,9.9997038e-02
2.4278e+00,-6.9109e-01,1.2995e+00,9.9996903e-02
2.5926e+00,-7.2524e-01,1.2807e+00,9.9995979e-02
2.7569e+00,-7.0334e-01,1.2595e+00,9.9994161e-02
2.9042e+00,-6.3285e-01,1.2458e+00,9.9991719e-02
3.0225e+00,-5.2196e-01,1.2420e+00,9.9989774e-02
3.1002e+00,-3.7980e-01,1.2436e+00,9.9989066e-02
3.2938e+00,-2.1992e-01,1.1993e+00,9.9989859e-02
3.2703e+00,-5.6671e-02,1.1941e+00,9.9989630e-02
3.2063e+00,9.4429e-02,1.1869e+00,9.9989764e-02
3.1094e+00,2.2603e-01,1.1850e+00,9.9991436e-02
2.9862e+00,3.3432e-01,1.1940e+00,9.9994370e-02
2.8409e+00,4.1555e-01,1.2154e+00,9.9996922e-02
2.6774e+00,4.6291e-01,1.2445e+00,9.9998356e-02
2.5035e+00,4.6661e-01,1.2713e+00,9.9999009e-02
2.3338e+00,4.1905e-01,1.2845e+00,9.9999328e-02
2.1862e+00,3.2193e-01,1.2792e+00,9.9999502e-02
2.0737e+00,1.8751e-01,1.2609e+00,9.9999546e-02
1.9998e+00,3.1352e-02,1.2416e+00,9.9999245e-02
1.9625e+00,-1.3503e-01,1.2320e+00,9.9998444e-02
1.9598e+00,-3.0515e-01,1.2369e+00,9.9998976e-02
1.9936e+00,-4.7368e-01,1.2539e+00,9.9999508e-02
2.0679e+00,-6.3157e-01,1.2739e+00,9.9999534e-02
2.1843e+00,-7.6413e-01,1.2847e+00,9.9999400e-02
2.3354e+00,-8.5552e-01,1.2777e+00,9.9999139e-02
2.5052e+00,-8.9733e-01,1.2544e+00,9.9998636e-02
2.6767e+00,-8.9192e-01,1.2248e+00,9.9997526e-02
2.8383e+00,-8.4732e-01,1.2000e+00,9.9995341e-02
2.9840e+00,-7.7073e-01,1.1866e+00,9.9992363e-02
3.1095e+00,-6.6601e-01,1.1853e+00,9.9990118e-02
3.2085e+00,-5.3549e-01,1.1915e+00,9.9989575e-02
3.2725e+00,-3.8373e-01,1.1981e+00,9.9989800e-02
3.4675e+00,-2.1992e-01,1.1466e+00,9.9991098e-02
3.4428e+00,-4.8107e-02,1.1374e+00,9.9990926e-02
3.3798e+00,1.1192e-01,1.1229e+00,9.9990581e-02
3.2875e+00,2.5451e-01,1.1110e+00,9.9991097e-02
3.1735e+00,3.7868e-01,1.1087e+00,9.9993702e-02
3.0416e+00,4.8518e-01,1.1206e+00,9.9996920e-02
2.8921e+00,5.7309e-01,1.1476e+00,9.9998820e-02
2.7245e+00,6.3703e-01,1.1860e+00,9.9999535e-02
2.5413e+00,6.6617e-01,1.2263e+00,9.9999764e-02
2.3527e+00,6.4727e-01,1.2550e+00,9.9999870e-02
2.1766e+00,5.7309e-01,1.2603e+00,9.9999952e-02
2.0311e+00,4.5023e-01,1.2412e+00,9.9999994e-02
1.9242e+00,2.9611e-01,1.2083e+00,9.9999989e-02
1.8535e+00,1.2778e-01,1.1766e+00,9.9979276e-02
1.8124e+00,-4.5182e-02,1.1568e+00,9.9999944e-02
1.7954e+00,-2.1992e-01,1.1549e+00,9.9999927e-02
1.8020e+00,-3.9688e-01,1.1714e+00,9.9953469e-02
1.8371e+00,-5.7493e-01,1.2013e+00,9.9999886e-02
1.9083e+00,-7.4753e-01,1.2355e+00,9.9936105e-02
2.0228e+00,-8.9927e-01,1.2582e+00,9.9999964e-02
2.1774e+00,-1.0116e+00,1.2582e+00,9.9999889e-02
2.3575e+00,-1.0723e+00,1.2336e+00,9.9999789e-02
2.5438e+00,-1.0830e+00,1.1945e+00,9.9999605e-02
2.7222e+00,-1.0543e+00,1.1548e+00,9.9999037e-02
2.8870e+00,-9.9727e-01,1.1250e+00,9.9997437e-02
3.0377e+00,-9.1827e-01,1.1099e+00,9.9994399e-02
3.1739e+00,-8.1898e-01,1.1095e+00,9.9991461e-02
3.2928e+00,-6.9823e-01,1.1200e+00,9.9990557e-02
3.3876e+00,-5.5523e-01,1.1347e+00,9.9990858e-02
3.4485e+00,-3.9295e-01,1.1455e+00,9.9991082e-02
3.6545e+00,-2.1992e-01,1.0863e+00,9.9989873e-02
3.6254e+00,-4.0085e-02,1.0725e+00,9.9990651e-02
3.5580e+00,1.2667e-01,1.0504e+00,9.9991331e-02
3.4635e+00,2.7540e-01,1.0284e+00,9.9991792e-02
3.3517e+00,4.0667e-01,1.0141e+00,9.9993652e-02
3.2276e+00,5.2387e-01,1.0131e+00,9.9996957e-02
