      5.900818e+00      -1.740936e+00       2.264799e+00       7.048024e-04
      5.176673e+00       6.785377e+00      -2.419593e+00       1.087884e-05
     -2.858187e+00       4.421355e+00      -1.777805e+00       6.164832e-03
      9.361513e-01      -3.725750e-01       1.030970e+00       4.435818e-02
     -2.345416e+00       2.208935e-01       3.617846e+00       1.642156e-03
      7.219224e+00       2.237000e+00       1.738379e+00       4.189797e-05
     -6.216678e+00       1.763218e+00      -3.869603e+00       2.982143e-05
     -4.459825e+00      -5.979683e+00       2.433419e+00       8.514785e-05
     -5.955164e+00      -1.632780e+00      -2.961682e+00       1.365904e-04
     -6.785511e+00       8.224008e+00      -2.253949e+00       6.291640e-08
      2.243233e-01       5.589747e+00       9.011210e-01       1.853150e-03
     -3.537987e+00       2.267339e+00       1.942984e-01       2.530591e-02
     -1.113071e-01       7.792973e+00      -1.659869e+00       2.178583e-05
      4.706909e+00       4.408501e-01       2.159316e+00       5.041833e-03
     -1.730610e+00       6.453764e+00      -1.733485e+00       6.754903e-04
     -2.559222e+00       5.072368e+00       3.352219e+00       2.790733e-04
     -7.462924e+00       7.406470e+00       2.079637e-01       1.410816e-07
     -7.180178e+00      -5.073384e+00       1.305819e+00       5.527027e-06
      6.768885e+00      -2.490769e+00      -3.486636e+00       1.452580e-05
     -8.325568e+00      -6.972222e-01      -3.495240e+00       2.848233e-06
     -4.539734e+00       7.757684e+00       3.217672e+00       1.544007e-06
      6.086974e+00      -3.846158e+00       3.180838e-01       1.120443e-04
     -2.164630e+00       4.289802e+00       1.002836e-01       3.006998e-01
      2.909298e+00       5.209837e-01      -3.685764e+00       1.272683e-03
     -1.081723e+00       7.118141e+00       3.446486e+00       1.461905e-05
      3.832589e+00      -3.555593e+00       1.908279e+00       1.996955e-03
      2.428041e+00      -2.405784e+00       1.502895e+00       3.490846e-02
     -5.793934e+00      -9.872853e-01       3.040609e+00       2.596447e-04
      5.710247e+00      -2.796633e+00      -2.168259e+00       2.725198e-04
      6.823348e+00      -2.466584e+00       1.493363e+00       1.933945e-04
      7.917793e+00       1.461097e+00       1.258435e+00       4.388239e-05
      6.221517e+00      -9.962623e-01       3.391766e+00       1.126498e-04
     -1.761693e+00       5.188451e+00       1.473752e+00       8.316497e-03
      7.128626e+00      -2.886148e-01      -2.273404e+00       1.939214e-04
      7.809974e+00       6.925172e+00      -2.818725e+00       6.449013e-08
      6.609817e+00       2.325498e+00      -5.443733e-01       2.129813e-04
      2.074494e+00      -3.608901e+00       2.288022e+00       7.632120e-03
     -3.339790e+00      -8.730705e-01      -2.191151e+00       1.149070e-02
     -5.419977e+00      -3.688429e+00       4.515514e-01       7.888242e-04
     -1.448348e+00      -5.446022e+00       3.254439e+00       1.982652e-04
     -6.883300e+00      -6.163576e+00      -3.644706e-02       5.778974e-06
      4.518144e+00       7.990390e+00       3.480039e+00       7.195255e-07
      3.199341e+00      -1.925462e+00       1.998172e+00       1.031316e-02
     -2.278131e+00      -3.392952e+00      -2.141912e+00       1.094757e-02
      1.465519e+00      -4.212965e+00      -2.780887e+00       2.473009e-03
