  2.6345  -0.2199   1.0741
  2.7684  -0.2199   1.0598
  2.7183  -0.1148   1.0643
  2.6043  -0.0877   1.0736
  2.5117  -0.1608   1.0786
  2.5117  -0.2790   1.0782
  2.6043  -0.3519   1.0720
  2.7182  -0.3249   1.0629
  2.9011  -0.2199   1.0384
  2.8709  -0.0958   1.0398
  2.7871   0.0011   1.0462
  2.6672   0.0498   1.0582
  2.5371   0.0368   1.0692
  2.4283  -0.0373   1.0726
  2.3674  -0.1541   1.0715
  2.3672  -0.2858   1.0719
  2.4284  -0.4025   1.0723
  2.5374  -0.4759   1.0661
  2.6671  -0.4885   1.0537
  2.7866  -0.4404   1.0432
  2.8707  -0.3439   1.0390
  3.0348  -0.2199   1.0111
  3.0126  -0.0901   1.0097
  2.9500   0.0256   1.0098
  2.8546   0.1170   1.0164
  2.7347   0.1757   1.0307
  2.6002   0.1935   1.0477
  2.4661   0.1640   1.0588
  2.3504   0.0887   1.0594
  2.2678  -0.0215   1.0531
  2.2251  -0.1516   1.0483
  2.2244  -0.2883   1.0501
  2.2665  -0.4190   1.0566
  2.3501  -0.5288   1.0604
  2.4668  -0.6022   1.0544
  2.6005  -0.6300   1.0393
  2.7339  -0.6125   1.0228
  2.8536  -0.5554   1.0121
  2.9498  -0.4653   1.0092
  3.0129  -0.3498   1.0105
  3.1721  -0.2199   0.9780
  3.1530  -0.0868   0.9737
  3.1008   0.0364   0.9679
  3.0216   0.1437   0.9661
  2.9210   0.2316   0.9728
  2.8025   0.2972   0.9890
  2.6694   0.3349   1.0112
  2.5282   0.3372   1.0317
  2.3905   0.2986   1.0423
  2.2702   0.2204   1.0395
  2.1777   0.1120   1.0270
  2.1164  -0.0148   1.0135
  2.0854  -0.1506   1.0067
  2.0835  -0.2895   1.0102
  2.1120  -0.4268   1.0222
  2.1737  -0.5547   1.0360
  2.2690  -0.6617   1.0428
  2.3918  -0.7356   1.0367
  2.5295  -0.7701   1.0187
  2.6689  -0.7665   0.9962
  2.8005  -0.7309   0.9773
  2.9194  -0.6689   0.9673
  3.0218  -0.5837   0.9666
  3.1026  -0.4773   0.9717
  3.1547  -0.3535   0.9770
  3.3161  -0.2199   0.9382
  3.2960  -0.0793   0.9308
  3.2446   0.0517   0.9192
  3.1690   0.1685   0.9094
  3.0755   0.2699   0.9072
  2.9672   0.3563   0.9158
  2.8446   0.4267   0.9358
  2.7077   0.4766   0.9640
  2.5590   0.4978   0.9933
  2.4067   0.4809   1.0143
  2.2643   0.4213   1.0190
  2.1450   0.3237   1.0068
  2.0557   0.2006   0.9846
  1.9958   0.0644   0.9622
  1.9604  -0.0766   0.9485
  1.9463  -0.2199   0.9471
  1.9533  -0.3647   0.9585
  1.9841  -0.5095   0.9799
  2.0451  -0.6481   1.0026
  2.1397  -0.7694   1.0178
  2.2651  -0.8597   1.0168
  2.4103  -0.9100   0.9987
  2.5608  -0.9210   0.9702
  2.7059  -0.8999   0.9411
  2.8408  -0.8550   0.9190
  2.9643  -0.7912   0.9080
  3.0760  -0.7103   0.9082
  3.1734  -0.6115   0.9169
  3.2508  -0.4943   0.9286
  3.3006  -0.3615   0.9373
  3.4707  -0.2199   0.8905
  3.4473  -0.0724   0.8797
  3.3926   0.0646   0.8623
  3.3156   0.1870   0.8449
  3.2238   0.2949   0.8333
  3.1215   0.3908   0.8318
  3.0094   0.4769   0.8426
  2.8858   0.5534   0.8659
  2.7479   0.6172   0.8996
  2.5949   0.6602   0.9382
  2.4313   0.6702   0.9723
  2.2690   0.6352   0.9903
  2.1248   0.5522   0.9852
  2.0114   0.4318   0.9602
  1.9306   0.2914   0.9264
  3.3706  -0.5744  -0.8700
  3.4362  -0.4412  -0.8857
  3.4684  -0.2950  -0.8916
  3.4637  -0.1453  -0.8866
  3.4232  -0.0022  -0.8713
  1.8525  -0.5965   0.9243
  1.9067  -0.7487   0.9579
  1.9959  -0.8878   0.9839
  2.1219  -0.9964   0.9908
  2.2749  -1.0612   0.9742
  2.4379  -1.0814   0.9409
  2.5965  -1.0664   0.9023
  2.7439  -1.0277   0.8681
  2.8794  -0.9736   0.8439
  3.0048  -0.9081   0.8322
  3.1221  -0.8314   0.8328
  3.2312  -0.7413   0.8438
  3.3286  -0.6346   0.8610
  3.4070  -0.5098   0.8786
  3.4568  -0.3692   0.8900
  3.6422  -0.2199   0.8337
  3.6109  -0.0612   0.8184
  3.5450   0.0841   0.7942
  3.4576   0.2121   0.7690
  3.3586   0.3242   0.7493
  3.2534   0.4245   0.7392
  3.1434   0.5173   0.7411
  3.0264   0.6061   0.7564
  2.8984   0.6914   0.7849
  2.7548   0.7713   0.8260
  2.5918   0.8387   0.8765
  2.4106   0.8765   0.9257
  2.2233   0.8641   0.9591
  2.0544   0.7848   0.9598
  1.9251   0.6489   0.9279
  1.8380   0.4857   0.8802
  1.7826   0.3188   0.8338
  3.5327  -0.6026  -0.8077
  3.6063  -0.4595  -0.8280
  3.6414  -0.3012  -0.8357
  3.6315  -0.1394  -0.8275
  3.5813   0.0134  -0.8067
  1.7055  -0.6157   0.8353
  1.7334  -0.7897   0.8819
  1.7936  -0.9649   0.9294
  1.9003  -1.1192   0.9604
  2.0552  -1.2233   0.9585
  2.2383  -1.2645   0.9242
  2.4230  -1.2559   0.8747
  2.5943  -1.2157   0.8244
  2.7487  -1.1604   0.7837
  2.8886  -1.0973   0.7556
  3.0184  -1.0290   0.7408
  3.1422  -0.9555   0.7394
  3.2624  -0.8737   0.7499
  3.3784  -0.7790   0.7698
  3.4854  -0.6665   0.7951
  3.5736  -0.5335   0.8191
  3.6295  -0.3816   0.8340
  3.8444  -0.2199   0.7678
  3.7972  -0.0488   0.7459
  3.7108   0.1039   0.7133
  3.6053   0.2352   0.6804
  3.4935   0.3484   0.6537
  3.3811   0.4490   0.6362
  3.2692   0.5428   0.6298
  3.1560   0.6347   0.6354
  3.0375   0.7286   0.6540
  2.9081   0.8266   0.6864
  2.7610   0.9300   0.7342
  2.5885   1.0370   0.7982
  2.3839   1.1367   0.8755
  2.1531   1.1912   0.9462
  1.9379   1.1349   0.9668
  1.7916   0.9582   0.9193
  1.7144   0.7343   0.8412
  1.6743   0.5215   0.7699
  1.6510   0.3320   0.7157
  3.7156  -0.6334  -0.7346
  3.8058  -0.4809  -0.7616
  3.8464  -0.3086  -0.7712
  3.8267  -0.1327  -0.7587
  3.7572   0.0302  -0.7300
  1.5714  -0.6265   0.7223
  1.5644  -0.8205   0.7788
  1.5715  -1.0407   0.8523
  1.6184  -1.2738   0.9290
  1.7466  -1.4609   0.9683
  1.9585  -1.5347   0.9382
  2.1947  -1.5089   0.8643
  2.4089  -1.4414   0.7883
  2.5927  -1.3640   0.7265
  2.7518  -1.2866   0.6810
  2.8937  -1.2116   0.6505
  3.0251  -1.1391   0.6338
  3.1518  -1.0676   0.6302
  3.2776  -0.9927   0.6380
  3.4054  -0.9107   0.6569
  3.5344  -0.8153   0.6848
  3.6591  -0.7002   0.7181
  3.7660  -0.5603   0.7499
  3.8340  -0.3965   0.7694
  4.1117  -0.2199   0.6951
  4.0245  -0.0289   0.6602
  3.8931   0.1327   0.6151
  3.7526   0.2657   0.5736
  3.6177   0.3780   0.5415
  3.4911   0.4770   0.5196
  3.3719   0.5697   0.5084
  3.2565   0.6614   0.5076
  3.1408   0.7573   0.5179
  3.0192   0.8627   0.5407
  2.8846   0.9839   0.5786
  2.7269   1.1313   0.6373
  2.5280   1.3372   0.7345
  2.2491   1.6344   0.8912
  1.9044   1.8342   1.0258
  1.5958   1.7847   1.0624
  1.4242   1.4946   0.9875
  1.4652   1.0321   0.8061
  1.5193   0.6873   0.6765
  1.5381   0.4468   0.6038
  3.8524  -0.7489  -0.6248
  4.0245  -0.0289  -0.6602
  3.8931   0.1327  -0.6151
  1.4325  -0.7420   0.6167
  1.3661  -0.9912   0.6985
  1.2402  -1.3542   0.8458
  1.1608  -1.7979   1.0160
  1.3321  -2.0650   1.0627
  1.6524  -2.1152   1.0045
  2.0272  -1.9287   0.8534
  2.3281  -1.6944   0.7087
  2.5442  -1.5391   0.6222
  2.7169  -1.4257   0.5687
  2.8656  -1.3321   0.5345
  3.0007  -1.2505   0.5147
  3.1300  -1.1762   0.5068
  3.2595  -1.1054   0.5100
  3.3939  -1.0331   0.5236
  3.5373  -0.9545   0.5477
  3.6913  -0.8626   0.5821
  3.8529  -0.7492   0.6251
  4.0046  -0.6038   0.6696
  4.1066  -0.4223   0.6992
  4.5205  -0.2199   0.6128
  4.3378   0.0043   0.5582
  4.0988   0.1724   0.4926
  3.8955   0.3024   0.4435
  3.7261   0.4103   0.4096
  3.5803   0.5059   0.3874
  3.4502   0.5958   0.3748
  3.3301   0.6866   0.3713
  3.2134   0.7829   0.3762
  3.0948   0.8914   0.3908
  2.9672   1.0219   0.4177
  2.8208   1.1955   0.4639
  2.6345   1.4966   0.5577
  2.3071   2.2666   0.8149
  1.8672   2.6436   0.9632
  1.4611   2.6129   0.9963
  1.0750   2.4812   1.0134
  0.7355   2.2549   1.0136
  0.8320   1.5825   0.8282
  1.4391   0.4702   0.4485
  1.4776   0.0901   0.3892
  4.0988   0.1724  -0.4926
  3.8951   0.3022  -0.4434
  3.7259   0.4102  -0.4095
  0.3143  -2.0002   0.9502
  0.4200  -2.4344   1.0176
  0.7435  -2.6843   1.0093
  1.1104  -2.8597   0.9904
  1.5230  -2.9033   0.9437
  2.0575  -2.3730   0.7243
  2.4243  -1.8165   0.5232
  2.6345  -1.5999   0.4484
  2.7988  -1.4680   0.4090
  2.9419  -1.3671   0.3859
  3.0750  -1.2835   0.3740
  3.2060  -1.2099   0.3714
  3.3415  -1.1414   0.3774
  3.4885  -1.0739   0.3924
  3.6540  -1.0022   0.4175
  3.8480  -0.9206   0.4553
  4.0824  -0.8197   0.5092
  4.3479  -0.6791   0.5764
  4.5267  -0.4690   0.6201
  4.9047  -0.2199   0.4331
  4.7018   0.0412   0.3975
  4.3358   0.2169   0.3351
  4.0324   0.3336   0.2868
  3.8221   0.4330   0.2585
  3.6568   0.5229   0.2411
  3.5170   0.6088   0.2309
  3.3921   0.6959   0.2267
  3.2751   0.7895   0.2281
  3.1592   0.8953   0.2351
  3.0387   1.0241   0.2495
  2.4060   3.4108   0.6940
  1.9507   3.3646   0.6961
  1.5235   3.1994   0.6858
  0.6552   2.8989   0.7046
  0.1089   2.8330   0.7558
  4.0117  -0.9771  -0.2998
 -1.6821  -0.7652   0.8300
 -0.1659  -2.8497   0.7328
  0.3084  -3.0316   0.6961
  1.0973  -3.4865   0.6887
  1.5016  -3.7066   0.6993
  1.9901  -3.5977   0.6560
  2.5336  -1.8232   0.3064
  2.4060   3.4108  -0.6940
  2.8740  -1.4756   0.2439
  3.0104  -1.3770   0.2321
  3.1410  -1.2963   0.2269
  3.2736  -1.2271   0.2276
  3.4148  -1.1632   0.2335
  3.5740  -1.1022   0.2459
  3.7640  -1.0406   0.2663
  4.0115  -0.9769   0.2998
  4.3705  -0.9073   0.3562
  4.7302  -0.7580   0.4127
  4.9112  -0.5075   0.4377
  5.0910  -0.2199   0.1545
  4.8952   0.0657   0.1434
  4.4925   0.2571   0.1207
  4.1040   0.3619   0.0994
  3.8616   0.4547   0.0881
  3.6827   0.5417   0.0815
  3.5357   0.6264   0.0778
  3.4067   0.7136   0.0762
  3.2875   0.8090   0.0767
  3.1700   0.9182   0.0791
  3.0484   1.0542   0.0843
  1.7959  -4.6157  -0.2816
  2.9103   4.1645   0.2764
  2.3562   4.2023   0.2788
  1.8672   3.8021   0.2576
  1.4370   3.4655   0.2438
  0.5103   3.1272   0.2494
 -2.2609   4.3771   0.4225
  0.4908   1.3376   0.1667
 -0.3086   1.3980   0.2113
 -0.8481   1.1589   0.2356
 -1.2243   0.7709   0.2506
 -1.2581  -0.7117   0.2468
 -0.3329  -1.3948   0.2008
 -0.4521  -3.1184   0.2664
  0.1502  -3.2229   0.2452
  0.9636  -3.7707   0.2469
  1.3323  -4.2276   0.2651
  1.7959  -4.6158   0.2815
  2.3697  -4.4284   0.2653
  2.7243  -1.6480   0.0900
  2.8795  -1.5044   0.0823
  3.0181  -1.4007   0.0781
  3.1507  -1.3171   0.0763
  3.2861  -1.2468   0.0765
  3.4323  -1.1843   0.0787
  3.5997  -1.1263   0.0833
  3.8064  -1.0713   0.0911
  4.0970  -1.0239   0.1050
  4.5446  -0.9762   0.1292
  4.9162  -0.8058   0.1482
  5.0950  -0.5308   0.1560
  5.0910  -0.2199  -0.1545
  4.8952   0.0657  -0.1434
  4.4925   0.2571  -0.1207
  4.1040   0.3619  -0.0994
  3.8616   0.4547  -0.0881
  3.6827   0.5417  -0.0815
  3.5357   0.6264  -0.0778
  3.4067   0.7136  -0.0762
  3.2875   0.8090  -0.0767
  3.1700   0.9182  -0.0791
  3.0484   1.0542  -0.0843
  1.7959  -4.6158   0.2815
  2.9103   4.1645  -0.2764
  2.3562   4.2023  -0.2788
  1.8672   3.8021  -0.2576
  1.4370   3.4655  -0.2438
  0.5103   3.1272  -0.2494
 -2.2609   4.3771  -0.4225
  0.4908   1.3376  -0.1667
 -0.3086   1.3980  -0.2113
 -0.8481   1.1589  -0.2357
 -1.2243   0.7709  -0.2507
 -1.2581  -0.7117  -0.2469
 -0.3329  -1.3948  -0.2008
 -0.4521  -3.1184  -0.2664
  0.1502  -3.2229  -0.2452
  0.9636  -3.7707  -0.2469
  1.3323  -4.2276  -0.2651
  1.7959  -4.6157  -0.2816
  2.3697  -4.4284  -0.2653
  2.7243  -1.6480  -0.0900
  2.8795  -1.5044  -0.0823
  3.0181  -1.4007  -0.0781
  3.1507  -1.3171  -0.0763
  3.2861  -1.2468  -0.0765
  3.4323  -1.1843  -0.0788
  3.5997  -1.1263  -0.0833
  3.8064  -1.0713  -0.0911
  4.0970  -1.0239  -0.1050
  4.5446  -0.9762  -0.1293
  4.9162  -0.8058  -0.1482
  5.0950  -0.5308  -0.1560
  4.9047  -0.2199  -0.4331
  4.7018   0.0412  -0.3975
  4.3358   0.2169  -0.3351
  4.0324   0.3336  -0.2868
  3.8221   0.4330  -0.2586
  3.6568   0.5229  -0.2411
  3.5170   0.6088  -0.2309
  3.3921   0.6959  -0.2267
  3.2751   0.7895  -0.2281
  3.1592   0.8953  -0.2351
  3.0387   1.0241  -0.2495
  2.4060   3.4108  -0.6940
  1.9507   3.3645  -0.6961
  1.5235   3.1994  -0.6858
  0.6552   2.8989  -0.7046
  0.1089   2.8330  -0.7558
  4.0117  -0.9771   0.2998
 -1.6821  -0.7652  -0.8300
 -0.1659  -2.8497  -0.7328
  0.3085  -3.0316  -0.6961
  1.0973  -3.4865  -0.6887
  1.5016  -3.7065  -0.6993
  1.9902  -3.5975  -0.6559
  2.5336  -1.8232  -0.3065
  2.4060   3.4108   0.6940
  2.8740  -1.4756  -0.2439
  3.0104  -1.3770  -0.2321
  3.1410  -1.2963  -0.2269
  3.2736  -1.2271  -0.2276
  3.4148  -1.1632  -0.2335
  3.5740  -1.1022  -0.2459
  3.7640  -1.0406  -0.2663
  4.0115  -0.9769  -0.2998
  4.3705  -0.9073  -0.3562
  4.7302  -0.7580  -0.4128
  4.9112  -0.5075  -0.4378
  4.5205  -0.2199  -0.6128
  4.3378   0.0043  -0.5582
  4.0988   0.1724  -0.4926
  3.8955   0.3024  -0.4435
  3.7261   0.4103  -0.4096
  3.5803   0.5059  -0.3874
  3.4502   0.5958  -0.3749
  3.3301   0.6866  -0.3713
  3.2134   0.7829  -0.3762
  3.0948   0.8914  -0.3909
  2.9672   1.0219  -0.4177
  2.8208   1.1955  -0.4639
  2.6345   1.4966  -0.5577
  2.3071   2.2665  -0.8148
  1.8672   2.6435  -0.9632
  1.4611   2.6129  -0.9963
  1.0750   2.4812  -1.0134
  0.7355   2.2549  -1.0136
  0.8322   1.5824  -0.8282
  1.4391   0.4702  -0.4485
  1.4776   0.0901  -0.3892
  4.0988   0.1724   0.4926
  3.8951   0.3022   0.4433
  3.7259   0.4102   0.4095
  0.3144  -2.0002  -0.9502
  0.4200  -2.4344  -1.0176
  0.7435  -2.6842  -1.0093
  1.1104  -2.8597  -0.9904
  1.5230  -2.9033  -0.9437
  2.0576  -2.3730  -0.7242
  2.4243  -1.8165  -0.5232
  2.6345  -1.5999  -0.4484
  2.7988  -1.4680  -0.4090
  2.9419  -1.3671  -0.3859
  3.0750  -1.2835  -0.3740
  3.2060  -1.2099  -0.3714
  3.3415  -1.1414  -0.3774
  3.4885  -1.0739  -0.3924
  3.6540  -1.0022  -0.4176
  3.8480  -0.9206  -0.4553
  4.0824  -0.8197  -0.5092
  4.3479  -0.6791  -0.5764
  4.5267  -0.4690  -0.6201
  4.1117  -0.2199  -0.6951
  4.0245  -0.0289  -0.6602
  3.8931   0.1327  -0.6151
  3.7526   0.2657  -0.5736
  3.6177   0.3780  -0.5415
  3.4911   0.4770  -0.5196
  3.3719   0.5697  -0.5084
  3.2565   0.6614  -0.5076
  3.1408   0.7573  -0.5179
  3.0192   0.8627  -0.5407
  2.8846   0.9839  -0.5786
  2.7269   1.1313  -0.6373
  2.5280   1.3372  -0.7345
  2.2491   1.6344  -0.8912
  1.9044   1.8342  -1.0258
  1.5958   1.7846  -1.0624
  1.4243   1.4946  -0.9875
  1.4652   1.0321  -0.8061
  1.5193   0.6873  -0.6765
  1.5381   0.4468  -0.6038
  3.8524  -0.7489   0.6248
  4.0245  -0.0289   0.6602
  3.8931   0.1327   0.6150
  1.4325  -0.7420  -0.6167
  1.3661  -0.9912  -0.6985
  1.2403  -1.3542  -0.8458
  1.1608  -1.7978  -1.0160
  1.3321  -2.0649  -1.0627
  1.6524  -2.1152  -1.0045
  2.0272  -1.9287  -0.8534
  2.3281  -1.6944  -0.7087
  2.5442  -1.5391  -0.6222
  2.7169  -1.4257  -0.5687
  2.8656  -1.3321  -0.5345
  3.0007  -1.2505  -0.5147
