x,y,z,p
-7.6400e-06,3.3300e-06,1.2778e+00,1.4997872e-01
1.6077e-01,3.3300e-06,1.2727e+00,1.4997985e-01
9.7867e-02,1.2273e-01,1.2426e+00,1.4998868e-01
-3.4527e-02,1.5124e-01,1.2280e+00,1.4998981e-01
-1.4020e-01,6.7516e-02,1.2317e+00,1.4998513e-01
-1.4568e-01,-7.0148e-02,1.2798e+00,1.4997033e-01
-3.7680e-02,-1.6505e-01,1.3401e+00,1.4994666e-01
1.0452e-01,-1.3108e-01,1.3271e+00,1.4995693e-01
3.1693e-01,3.3300e-06,1.2344e+00,1.4998242e-01
2.7558e-01,1.4464e-01,1.2122e+00,1.4999027e-01
1.7642e-01,2.5561e-01,1.2096e+00,1.4999074e-01
3.7203e-02,3.0646e-01,1.2023e+00,1.4999029e-01
-1.0765e-01,2.8384e-01,1.1823e+00,1.4999172e-01
-2.2411e-01,1.9854e-01,1.1661e+00,1.4999194e-01
-2.9300e-01,7.2220e-02,1.1753e+00,1.4998647e-01
-3.0489e-01,-7.5144e-02,1.2230e+00,1.4997349e-01
-2.5188e-01,-2.2314e-01,1.3106e+00,1.4993715e-01
-1.2860e-01,-3.3907e-01,1.4124e+00,1.4985175e-01
4.4838e-02,-3.6933e-01,1.4490e+00,1.4999995e-01
2.0205e-01,-2.9272e-01,1.3853e+00,1.4989271e-01
2.9421e-01,-1.5441e-01,1.2941e+00,1.4995812e-01
4.6184e-01,3.3300e-06,1.1665e+00,1.4998557e-01
4.3213e-01,1.4836e-01,1.1540e+00,1.4999118e-01
3.6409e-01,2.8340e-01,1.1653e+00,1.4998904e-01
2.5634e-01,3.9238e-01,1.1838e+00,1.4998331e-01
1.1555e-01,4.5634e-01,1.1890e+00,1.4997975e-01
-3.8257e-02,4.6161e-01,1.1699e+00,1.4998204e-01
-1.8058e-01,4.1167e-01,1.1354e+00,1.4998757e-01
-2.9601e-01,3.2155e-01,1.1039e+00,1.4999237e-01
-3.7942e-01,2.0533e-01,1.0896e+00,1.4999315e-01
-4.2973e-01,7.1712e-02,1.1004e+00,1.4998810e-01
-4.4562e-01,-7.4356e-02,1.1410e+00,1.4997788e-01
-4.2392e-01,-2.2941e-01,1.2174e+00,1.4995329e-01
-3.5874e-01,-3.8968e-01,1.3378e+00,1.4986234e-01
-2.3828e-01,-5.4321e-01,1.4982e+00,1.4999953e-01
-5.3247e-02,-6.4250e-01,1.6283e+00,1.4999817e-01
1.5537e-01,-6.1357e-01,1.5986e+00,1.4999856e-01
3.1356e-01,-4.7995e-01,1.4480e+00,1.4999985e-01
4.0842e-01,-3.1789e-01,1.3072e+00,1.4991025e-01
4.5475e-01,-1.5612e-01,1.2144e+00,1.4996782e-01
5.9102e-01,3.3300e-06,1.0751e+00,1.4998858e-01
5.7032e-01,1.4644e-01,1.0711e+00,1.4999190e-01
5.2537e-01,2.8883e-01,1.0905e+00,1.4998774e-01
4.5130e-01,4.2381e-01,1.1261e+00,1.4997751e-01
3.4308e-01,5.4062e-01,1.1647e+00,1.4996182e-01
2.0148e-01,6.2011e-01,1.1860e+00,1.4994861e-01
4.0522e-02,6.4421e-01,1.1741e+00,1.4995184e-01
-1.1675e-01,6.1200e-01,1.1333e+00,1.4996710e-01
-2.5349e-01,5.3867e-01,1.0829e+00,1.4997978e-01
-3.6429e-01,4.4034e-01,1.0395e+00,1.4998827e-01
-4.4993e-01,3.2689e-01,1.0116e+00,1.4999370e-01
-5.1232e-01,2.0284e-01,1.0023e+00,1.4999443e-01
-5.5241e-01,6.9788e-02,1.0128e+00,1.4999041e-01
-5.6987e-01,-7.1987e-02,1.0448e+00,1.4998209e-01
-5.6350e-01,-2.2310e-01,1.1024e+00,1.4996889e-01
-5.3155e-01,-3.8619e-01,1.1951e+00,1.4992245e-01
-4.7060e-01,-5.6885e-01,1.3429e+00,1.4999987e-01
-3.6970e-01,-7.8562e-01,1.5794e+00,1.4999770e-01
-1.8749e-01,-9.8283e-01,1.8200e+00,1.4988084e-01
6.5158e-02,-1.0358e+00,1.8878e+00,1.4996497e-01
2.9926e-01,-9.2106e-01,1.7616e+00,1.4999961e-01
4.4256e-01,-6.9737e-01,1.5024e+00,1.4999853e-01
5.2065e-01,-4.8892e-01,1.2992e+00,1.4999996e-01
5.6749e-01,-3.1198e-01,1.1780e+00,1.4994444e-01
5.9007e-01,-1.5150e-01,1.1082e+00,1.4997687e-01
7.0265e-01,3.3300e-06,9.6713e-01,1.4999116e-01
6.8899e-01,1.4645e-01,9.6951e-01,1.4999240e-01
6.5953e-01,2.9365e-01,9.9369e-01,1.4998649e-01
6.1014e-01,4.4330e-01,1.0380e+00,1.4997332e-01
5.3405e-01,5.9313e-01,1.0985e+00,1.4994307e-01
4.2241e-01,7.3166e-01,1.1628e+00,1.4988485e-01
2.7004e-01,8.3113e-01,1.2028e+00,1.4999996e-01
9.0534e-02,8.6145e-01,1.1922e+00,1.4999997e-01
-8.6301e-02,8.2103e-01,1.1363e+00,1.4990238e-01
-2.3905e-01,7.3569e-01,1.0647e+00,1.4995239e-01
-3.6365e-01,6.2986e-01,1.0010e+00,1.4997547e-01
-4.6353e-01,5.1480e-01,9.5345e-01,1.4998579e-01
-5.4267e-01,3.9427e-01,9.2322e-01,1.4999317e-01
-6.0369e-01,2.6878e-01,9.0952e-01,1.4999582e-01
-6.4761e-01,1.3765e-01,9.1125e-01,1.4999495e-01
-6.7424e-01,3.3300e-06,9.2800e-01,1.4999056e-01
-6.8288e-01,-1.4515e-01,9.6089e-01,1.4998270e-01
-6.7291e-01,-2.9959e-01,1.0138e+00,1.4997067e-01
-6.4437e-01,-4.6815e-01,1.0963e+00,1.4992918e-01
-5.9794e-01,-6.6407e-01,1.2299e+00,1.4999990e-01
-5.3366e-01,-9.2432e-01,1.4690e+00,1.4999770e-01
-3.9692e-01,-1.2216e+00,1.7679e+00,1.4998198e-01
-1.4645e-01,-1.3933e+00,1.9282e+00,1.4991991e-01
1.4764e-01,-1.4048e+00,1.9442e+00,1.4999993e-01
4.0859e-01,-1.2575e+00,1.8199e+00,1.4999755e-01
5.6103e-01,-9.7175e-01,1.5444e+00,1.4999850e-01
6.1995e-01,-6.8853e-01,1.2752e+00,1.4999973e-01
6.6116e-01,-4.8036e-01,1.1248e+00,1.4990835e-01
6.8871e-01,-3.0663e-01,1.0376e+00,1.4996589e-01
7.0246e-01,-1.4931e-01,9.8845e-01,1.4998283e-01
7.9725e-01,3.3300e-06,8.4899e-01,1.4999328e-01
7.8990e-01,1.4335e-01,8.5490e-01,1.4999282e-01
7.7278e-01,2.9004e-01,8.7898e-01,1.4998603e-01
7.4382e-01,4.4442e-01,9.2270e-01,1.4997296e-01
6.9920e-01,6.1088e-01,9.8872e-01,1.4993671e-01
6.3153e-01,7.9193e-01,1.0786e+00,1.4999996e-01
5.2734e-01,9.7997e-01,1.1851e+00,1.4999950e-01
3.6697e-01,1.1294e+00,1.2646e+00,1.4999839e-01
1.5828e-01,1.1685e+00,1.2557e+00,1.4999845e-01
-4.9074e-02,1.0925e+00,1.1646e+00,1.4999962e-01
-2.2064e-01,9.6664e-01,1.0558e+00,1.4999998e-01
-3.5676e-01,8.3466e-01,9.6660e-01,1.4994396e-01
-4.6612e-01,7.0614e-01,9.0100e-01,1.4997395e-01
-5.5554e-01,5.8104e-01,8.5604e-01,1.4998492e-01
-6.2901e-01,4.5700e-01,8.2794e-01,1.4999291e-01
-6.8851e-01,3.3157e-01,8.1377e-01,1.4999621e-01
-7.3444e-01,2.0269e-01,8.1132e-01,1.4999661e-01
-7.6615e-01,6.8958e-02,8.1915e-01,1.4999538e-01
-7.8267e-01,-7.0437e-02,8.3681e-01,1.4999198e-01
-7.8329e-01,-2.1617e-01,8.6529e-01,1.4998545e-01
-7.6801e-01,-3.6985e-01,9.0773e-01,1.4997525e-01
-7.3776e-01,-5.3601e-01,9.7109e-01,1.4994607e-01
-6.9451e-01,-7.2639e-01,1.0702e+00,1.4999997e-01
-6.4347e-01,-9.7480e-01,1.2438e+00,1.4999858e-01
-5.6184e-01,-1.3145e+00,1.5223e+00,1.4989735e-01
-3.6197e-01,-1.5858e+00,1.7322e+00,1.4995265e-01
-7.6813e-02,-1.7102e+00,1.8230e+00,1.4999940e-01
2.2837e-01,-1.6860e+00,1.8118e+00,1.4999921e-01
4.9219e-01,-1.5148e+00,1.6961e+00,1.4994426e-01
6.4843e-01,-1.2050e+00,1.4572e+00,1.4999951e-01
6.9744e-01,-8.7457e-01,1.1912e+00,1.4999929e-01
7.3399e-01,-6.4127e-01,1.0379e+00,1.4987448e-01
7.6406e-01,-4.5651e-01,9.4781e-01,1.4995562e-01
7.8474e-01,-2.9452e-01,8.9258e-01,1.4997762e-01
7.9561e-01,-1.4438e-01,8.6108e-01,1.4998759e-01
8.7713e-01,3.3300e-06,7.2563e-01,1.4999493e-01
