x,y,z,p
-7.6400e-06,3.3300e-06,2.8203e+00,9.9999796e-03
3.5365e-01,3.3300e-06,2.7995e+00,9.9999832e-03
2.1508e-01,2.6971e-01,2.7307e+00,1.0000391e-02
-7.6109e-02,3.3342e-01,2.7072e+00,1.0000832e-02
-3.1080e-01,1.4967e-01,2.7306e+00,1.0000276e-02
-3.2310e-01,-1.5559e-01,2.8387e+00,9.9999993e-03
-8.2710e-02,-3.6234e-01,2.9420e+00,9.9998081e-03
2.2939e-01,-2.8765e-01,2.9124e+00,9.9999347e-03
6.9709e-01,3.3300e-06,2.7150e+00,1.0000008e-02
6.0440e-01,3.1722e-01,2.6585e+00,1.0000524e-02
3.8700e-01,5.6068e-01,2.6534e+00,1.0000626e-02
8.1873e-02,6.7435e-01,2.6457e+00,1.0000787e-02
-2.3790e-01,6.2726e-01,2.6128e+00,1.0001940e-02
-4.9750e-01,4.4074e-01,2.5886e+00,1.0003304e-02
-6.5396e-01,1.6119e-01,2.6232e+00,1.0001022e-02
-6.8174e-01,-1.6803e-01,2.7346e+00,9.9999805e-03
-5.5548e-01,-4.9210e-01,2.8903e+00,9.9995609e-03
-2.7481e-01,-7.2458e-01,3.0182e+00,1.0000685e-02
9.4485e-02,-7.7821e-01,3.0532e+00,1.0002198e-02
4.3452e-01,-6.2953e-01,2.9792e+00,1.0000075e-02
6.4558e-01,-3.3883e-01,2.8396e+00,9.9999459e-03
1.0187e+00,3.3300e-06,2.5730e+00,1.0000181e-02
9.4968e-01,3.2603e-01,2.5360e+00,1.0000901e-02
7.9948e-01,6.2227e-01,2.5588e+00,1.0000400e-02
5.6342e-01,8.6239e-01,2.6018e+00,1.0000023e-02
2.5462e-01,1.0055e+00,2.6198e+00,9.9999832e-03
-8.4684e-02,1.0219e+00,2.5898e+00,1.0000032e-02
-4.0148e-01,9.1526e-01,2.5243e+00,1.0000984e-02
-6.5962e-01,7.1654e-01,2.4598e+00,1.0005613e-02
-8.4763e-01,4.5871e-01,2.4342e+00,1.0009463e-02
-9.6447e-01,1.6094e-01,2.4696e+00,1.0003489e-02
-1.0034e+00,-1.6743e-01,2.5693e+00,9.9999648e-03
-9.4685e-01,-5.1240e-01,2.7192e+00,9.9997466e-03
-7.7366e-01,-8.4041e-01,2.8851e+00,1.0000044e-02
-4.8054e-01,-1.0955e+00,3.0214e+00,1.0000000e-02
-1.0107e-01,-1.2196e+00,3.0909e+00,1.0000001e-02
2.9898e-01,-1.1807e+00,3.0762e+00,1.0000001e-02
6.4558e-01,-9.8815e-01,2.9812e+00,1.0005878e-02
8.8540e-01,-6.8914e-01,2.8338e+00,9.9997570e-03
1.0039e+00,-3.4463e-01,2.6808e+00,9.9999984e-03
1.3098e+00,3.3300e-06,2.3826e+00,1.0000980e-02
1.2594e+00,3.2336e-01,2.3651e+00,1.0001892e-02
1.1592e+00,6.3728e-01,2.4062e+00,1.0000451e-02
9.9467e-01,9.3407e-01,2.4820e+00,9.9999806e-03
7.5318e-01,1.1868e+00,2.5569e+00,9.9999735e-03
4.4115e-01,1.3577e+00,2.5968e+00,9.9998591e-03
8.9168e-02,1.4174e+00,2.5833e+00,9.9998607e-03
-2.5947e-01,1.3602e+00,2.5187e+00,9.9999961e-03
-5.6745e-01,1.2059e+00,2.4242e+00,1.0000011e-02
-8.1683e-01,9.8738e-01,2.3309e+00,1.0003290e-02
-1.0084e+00,7.3262e-01,2.2672e+00,1.0000000e-02
-1.1493e+00,4.5503e-01,2.2484e+00,1.0000000e-02
-1.2435e+00,1.5709e-01,2.2798e+00,1.0000000e-02
-1.2875e+00,-1.6265e-01,2.3606e+00,1.0000774e-02
-1.2704e+00,-5.0297e-01,2.4853e+00,1.0005985e-02
-1.1745e+00,-8.5330e-01,2.6407e+00,9.9991474e-03
-9.8110e-01,-1.1859e+00,2.7997e+00,1.0004618e-02
-6.8665e-01,-1.4592e+00,2.9335e+00,1.0000002e-02
-3.1091e-01,-1.6298e+00,3.0180e+00,1.0000011e-02
1.0496e-01,-1.6684e+00,3.0408e+00,1.0000016e-02
5.0943e-01,-1.5679e+00,2.9987e+00,1.0000008e-02
8.5364e-01,-1.3451e+00,2.8979e+00,1.0000001e-02
1.1041e+00,-1.0368e+00,2.7550e+00,1.0001653e-02
1.2520e+00,-6.8828e-01,2.5988e+00,9.9997047e-03
1.3124e+00,-3.3696e-01,2.4647e+00,9.9999711e-03
1.5653e+00,3.3300e-06,2.1545e+00,1.0003790e-02
1.5308e+00,3.2538e-01,2.1540e+00,1.0004116e-02
1.4655e+00,6.5248e-01,2.2080e+00,1.0000622e-02
1.3527e+00,9.8283e-01,2.3014e+00,9.9999900e-03
1.1706e+00,1.3001e+00,2.4079e+00,9.9997774e-03
9.0677e-01,1.5706e+00,2.4961e+00,1.0000193e-02
5.7068e-01,1.7564e+00,2.5419e+00,1.0001760e-02
1.9240e-01,1.8307e+00,2.5336e+00,1.0001259e-02
-1.8777e-01,1.7864e+00,2.4723e+00,9.9995670e-03
-5.3240e-01,1.6385e+00,2.3713e+00,9.9997559e-03
-8.1903e-01,1.4186e+00,2.2546e+00,9.9999487e-03
-1.0449e+00,1.1605e+00,2.1493e+00,1.0002843e-02
-1.2202e+00,8.8651e-01,2.0759e+00,1.0000000e-02
-1.3554e+00,6.0348e-01,2.0421e+00,1.0000000e-02
-1.4557e+00,3.0941e-01,2.0483e+00,1.0000000e-02
-1.5199e+00,3.3300e-06,2.0919e+00,1.0000000e-02
-1.5431e+00,-3.2799e-01,2.1714e+00,1.0001095e-02
-1.5168e+00,-6.7530e-01,2.2852e+00,9.9999946e-03
-1.4260e+00,-1.0360e+00,2.4260e+00,9.9992598e-03
-1.2523e+00,-1.3908e+00,2.5759e+00,1.0003795e-02
-9.8542e-01,-1.7068e+00,2.7126e+00,1.0000002e-02
-6.3220e-01,-1.9457e+00,2.8158e+00,1.0000019e-02
-2.1823e-01,-2.0763e+00,2.8735e+00,1.0000051e-02
2.1869e-01,-2.0808e+00,2.8797e+00,1.0000055e-02
6.3624e-01,-1.9582e+00,2.8339e+00,1.0000027e-02
9.9557e-01,-1.7244e+00,2.7406e+00,1.0000004e-02
1.2690e+00,-1.4093e+00,2.6102e+00,1.0007733e-02
1.4473e+00,-1.0515e+00,2.4623e+00,9.9993290e-03
1.5406e+00,-6.8591e-01,2.3211e+00,9.9999874e-03
1.5724e+00,-3.3422e-01,2.2126e+00,1.0000292e-02
1.7840e+00,3.3300e-06,1.8998e+00,1.0000000e-02
1.7652e+00,3.2034e-01,1.9105e+00,1.0008873e-02
1.7297e+00,6.4916e-01,1.9673e+00,1.0001203e-02
1.6622e+00,9.9313e-01,2.0619e+00,9.9999851e-03
1.5396e+00,1.3451e+00,2.1771e+00,9.9995884e-03
1.3399e+00,1.6801e+00,2.2884e+00,1.0001512e-02
1.0562e+00,1.9627e+00,2.3735e+00,1.0000000e-02
7.0147e-01,2.1589e+00,2.4173e+00,1.0000001e-02
3.0422e-01,2.2459e+00,2.4135e+00,1.0000001e-02
-9.9522e-02,2.2159e+00,2.3620e+00,1.0009378e-02
-4.7458e-01,2.0792e+00,2.2711e+00,1.0000335e-02
-7.9530e-01,1.8607e+00,2.1548e+00,9.9994859e-03
-1.0529e+00,1.5951e+00,2.0353e+00,9.9999553e-03
-1.2550e+00,1.3127e+00,1.9339e+00,1.0002827e-02
-1.4161e+00,1.0289e+00,1.8640e+00,1.0000000e-02
-1.5464e+00,7.4469e-01,1.8277e+00,1.0000000e-02
-1.6489e+00,4.5508e-01,1.8216e+00,1.0000000e-02
-1.7216e+00,1.5495e-01,1.8407e+00,1.0000000e-02
-1.7606e+00,-1.5846e-01,1.8824e+00,1.0000000e-02
-1.7631e+00,-4.8659e-01,1.9477e+00,1.0002016e-02
-1.7251e+00,-8.3077e-01,2.0390e+00,9.9999575e-03
-1.6366e+00,-1.1890e+00,2.1542e+00,9.9996503e-03
-1.4815e+00,-1.5495e+00,2.2829e+00,1.0001062e-02
-1.2458e+00,-1.8873e+00,2.4081e+00,1.0000001e-02
-9.2762e-01,-2.1703e+00,2.5133e+00,1.0000012e-02
-5.4063e-01,-2.3686e+00,2.5872e+00,1.0000049e-02
-1.1052e-01,-2.4608e+00,2.6232e+00,1.0000087e-02
3.3007e-01,-2.4367e+00,2.6186e+00,1.0000081e-02
7.4684e-01,-2.2986e+00,2.5737e+00,1.0000039e-02
1.1089e+00,-2.0607e+00,2.4919e+00,1.0000007e-02
1.3938e+00,-1.7478e+00,2.3806e+00,1.0000000e-02
1.5925e+00,-1.3913e+00,2.2519e+00,9.9996263e-03
1.7115e+00,-1.0226e+00,2.1231e+00,9.9997817e-03
1.7694e+00,-6.6408e-01,2.0126e+00,9.9999594e-03
1.7879e+00,-3.2445e-01,1.9350e+00,1.0003464e-02
1.9680e+00,3.3300e-06,1.6281e+00,9.9999999e-03
1.9625e+00,3.1895e-01,1.6449e+00,1.0000000e-02
1.9472e+00,6.5009e-01,1.6983e+00,1.0002497e-02
1.9109e+00,1.0029e+00,1.7853e+00,9.9999625e-03
1.8311e+00,1.3760e+00,1.8948e+00,9.9994717e-03
1.6819e+00,1.7510e+00,2.0085e+00,1.0001835e-02
1.4469e+00,2.0962e+00,2.1071e+00,1.0000001e-02
1.1276e+00,2.3764e+00,2.1760e+00,1.0000007e-02
7.4235e-01,2.5629e+00,2.2074e+00,1.0000015e-02
3.2026e-01,2.6377e+00,2.1981e+00,1.0000012e-02
-1.0461e-01,2.5956e+00,2.1490e+00,1.0000003e-02
-4.9928e-01,2.4456e+00,2.0649e+00,1.0009234e-02
