x,y,z,p
-7.6400e-06,3.3300e-06,3.9560e-01,1.5003875e+00
4.9578e-02,3.3300e-06,3.9251e-01,1.5003276e+00
3.0901e-02,3.8762e-02,3.9242e-01,1.5008706e+00
-1.1037e-02,4.8325e-02,3.9234e-01,1.5012069e+00
-4.4662e-02,2.1508e-02,3.9233e-01,1.5011696e+00
-4.4680e-02,-2.1510e-02,3.9248e-01,1.5001803e+00
-1.1044e-02,-4.8351e-02,3.9261e-01,1.5000037e+00
3.0912e-02,-3.8769e-02,3.9256e-01,1.5007518e+00
9.8376e-02,3.3300e-06,3.8318e-01,1.5004583e+00
8.7093e-02,4.5717e-02,3.8311e-01,1.5008706e+00
5.5870e-02,8.0957e-02,3.8310e-01,1.5009226e+00
1.1848e-02,9.7640e-02,3.8306e-01,1.5011097e+00
-3.4885e-02,9.1966e-02,3.8306e-01,1.5000002e+00
-7.3614e-02,6.5213e-02,3.8300e-01,1.5000002e+00
-9.5489e-02,2.3537e-02,3.8300e-01,1.5000002e+00
-9.5504e-02,-2.3534e-02,3.8306e-01,1.5005866e+00
-7.3664e-02,-6.5250e-02,3.8325e-01,1.5000438e+00
-3.4915e-02,-9.2040e-02,3.8340e-01,1.5000003e+00
-1.1860e-02,9.7617e-02,-3.8298e-01,1.5000033e+00
5.5912e-02,-8.1010e-02,3.8339e-01,1.5001918e+00
8.7134e-02,-4.5732e-02,3.8330e-01,1.5000002e+00
1.4560e-01,3.3300e-06,3.6775e-01,1.5008465e+00
1.3770e-01,4.7277e-02,3.6772e-01,1.5010960e+00
1.1490e-01,8.9439e-02,3.6777e-01,1.5008469e+00
7.9646e-02,1.2192e-01,3.6782e-01,1.5004813e+00
3.5744e-02,1.4118e-01,3.6783e-01,1.5003808e+00
-1.2031e-02,1.4511e-01,3.6774e-01,1.5007648e+00
-5.8487e-02,1.3332e-01,3.6769e-01,1.5000002e+00
-9.8580e-02,1.0708e-01,3.6759e-01,1.5000002e+00
-1.2799e-01,6.9263e-02,3.6753e-01,1.5000003e+00
-1.4355e-01,2.3956e-02,3.6755e-01,1.5000003e+00
-1.4359e-01,-2.3956e-02,3.6765e-01,1.5000002e+00
-1.2808e-01,-6.9307e-02,3.6781e-01,1.5000109e+00
-9.8667e-02,-1.0717e-01,3.6792e-01,1.5010525e+00
-5.8558e-02,-1.3348e-01,3.6814e-01,1.5000057e+00
3.5782e-02,-1.4133e-01,3.6822e-01,1.5000029e+00
-7.9611e-02,1.2185e-01,-3.6760e-01,1.5000045e+00
1.1497e-01,-8.9490e-02,3.6800e-01,1.5000138e+00
1.3775e-01,-4.7290e-02,3.6787e-01,1.5000655e+00
1.9047e-01,3.3300e-06,3.4648e-01,1.5014840e+00
1.8454e-01,4.7387e-02,3.4657e-01,1.5000002e+00
1.6695e-01,9.1790e-02,3.4656e-01,1.5010718e+00
1.3893e-01,1.3048e-01,3.4669e-01,1.5002853e+00
1.0214e-01,1.6097e-01,3.4677e-01,1.5000031e+00
5.8908e-02,1.8133e-01,3.4680e-01,1.5000039e+00
1.1962e-02,1.9026e-01,3.4676e-01,1.5000477e+00
-3.5719e-02,1.8721e-01,3.4666e-01,1.5001312e+00
-8.1108e-02,1.7235e-01,3.4647e-01,1.5013199e+00
-1.2141e-01,1.4675e-01,3.4643e-01,1.5000002e+00
-1.5405e-01,1.1192e-01,3.4634e-01,1.5000008e+00
-1.7702e-01,7.0088e-02,3.4630e-01,1.5000012e+00
-1.8890e-01,2.3866e-02,3.4633e-01,1.5000010e+00
-1.8895e-01,-2.3866e-02,3.4642e-01,1.5000002e+00
-1.7713e-01,-7.0125e-02,3.4652e-01,1.5005943e+00
-1.5420e-01,-1.1202e-01,3.4667e-01,1.5007837e+00
1.2141e-01,1.4677e-01,-3.4650e-01,1.5010122e+00
3.5668e-02,1.8702e-01,-3.4633e-01,1.5000005e+00
-1.1961e-02,1.9000e-01,-3.4630e-01,1.5000008e+00
-5.8842e-02,1.8108e-01,-3.4633e-01,1.5000010e+00
1.0222e-01,-1.6108e-01,3.4703e-01,1.5000016e+00
1.3901e-01,-1.3054e-01,3.4689e-01,1.5000010e+00
1.6704e-01,-9.1831e-02,3.4674e-01,1.5000015e+00
1.8455e-01,-4.7383e-02,3.4659e-01,1.5005927e+00
2.3239e-01,3.3300e-06,3.1987e-01,1.5000002e+00
2.2733e-01,4.8325e-02,3.1988e-01,1.5000002e+00
2.1230e-01,9.4529e-02,3.1987e-01,1.5014786e+00
1.8811e-01,1.3668e-01,3.2004e-01,1.5002741e+00
1.5564e-01,1.7287e-01,3.2016e-01,1.5000291e+00
1.1632e-01,2.0149e-01,3.2022e-01,1.5003946e+00
7.1900e-02,2.2131e-01,3.2028e-01,1.5000028e+00
2.4314e-02,2.3141e-01,3.2026e-01,1.5000017e+00
-2.4323e-02,2.3135e-01,3.2017e-01,1.5000240e+00
-7.1865e-02,2.2116e-01,3.2005e-01,1.5000038e+00
-1.1620e-01,2.0125e-01,3.1985e-01,1.5012353e+00
-1.5548e-01,1.7267e-01,3.1979e-01,1.5000003e+00
-1.8792e-01,1.3653e-01,3.1969e-01,1.5000012e+00
-2.1217e-01,9.4463e-02,3.1965e-01,1.5000007e+00
-2.2717e-01,4.8289e-02,3.1965e-01,1.5000007e+00
-2.3229e-01,3.3300e-06,3.1970e-01,1.5000012e+00
-2.2728e-01,-4.8306e-02,3.1980e-01,1.5000003e+00
-2.1233e-01,-9.4531e-02,3.1990e-01,1.5007354e+00
-1.8815e-01,-1.3669e-01,3.2008e-01,1.5001822e+00
1.5553e-01,1.7275e-01,-3.1994e-01,1.5000732e+00
1.1616e-01,2.0121e-01,-3.1978e-01,1.5005913e+00
7.1771e-02,2.2092e-01,-3.1971e-01,1.5000020e+00
2.4340e-02,-2.3165e-01,3.2059e-01,1.5000002e+00
-7.1773e-02,2.2087e-01,-3.1965e-01,1.5006722e+00
-1.1617e-01,2.0121e-01,-3.1978e-01,1.5000027e+00
1.5571e-01,-1.7293e-01,3.2029e-01,1.5000048e+00
1.8817e-01,-1.3672e-01,3.2014e-01,1.5000051e+00
