x,y,z,p
-7.6400e-06,3.3300e-06,8.4086e-01,2.5004734e-01
1.0597e-01,3.3300e-06,8.3888e-01,2.4998895e-01
6.4886e-02,8.1377e-02,8.2388e-01,2.5016666e-01
-2.2909e-02,1.0034e-01,8.1468e-01,2.5022912e-01
-9.2751e-02,4.4666e-02,8.1483e-01,2.5000025e-01
-9.5227e-02,-4.5852e-02,8.3659e-01,2.5000817e-01
-2.4360e-02,-1.0669e-01,8.6630e-01,2.5000016e-01
6.7957e-02,-8.5222e-02,8.6288e-01,2.5000014e-01
2.0923e-01,3.3300e-06,8.1493e-01,2.5004885e-01
1.8298e-01,9.6041e-02,8.0486e-01,2.5015434e-01
1.1717e-01,1.6977e-01,8.0341e-01,2.5016274e-01
2.4691e-02,2.0341e-01,7.9805e-01,2.5020526e-01
-7.1564e-02,1.8868e-01,7.8593e-01,2.5023574e-01
-1.4917e-01,1.3215e-01,7.7615e-01,2.5022738e-01
-1.9434e-01,4.7902e-02,7.7953e-01,2.5000053e-01
-1.9963e-01,-4.9200e-02,8.0075e-01,2.5000024e-01
-1.6173e-01,-1.4327e-01,8.4150e-01,2.5000013e-01
-8.0886e-02,-2.1325e-01,8.8831e-01,2.4999990e-01
2.8061e-02,-2.3116e-01,9.0694e-01,2.4999952e-01
1.2861e-01,-1.8633e-01,8.8181e-01,2.4999992e-01
1.9142e-01,-1.0047e-01,8.4202e-01,2.5000014e-01
3.0537e-01,3.3300e-06,7.7129e-01,2.5018764e-01
2.8705e-01,9.8552e-02,7.6657e-01,2.5019194e-01
2.4149e-01,1.8797e-01,7.7294e-01,2.5015734e-01
1.6936e-01,2.5923e-01,7.8208e-01,2.5005374e-01
7.6120e-02,3.0063e-01,7.8325e-01,2.5002899e-01
-2.5221e-02,3.0428e-01,7.7115e-01,2.5019952e-01
-1.1980e-01,2.7309e-01,7.5317e-01,2.5000038e-01
-1.9749e-01,2.1452e-01,7.3643e-01,2.5017172e-01
-2.5388e-01,1.3739e-01,7.2907e-01,2.5009020e-01
-2.8637e-01,4.7789e-02,7.3327e-01,2.5000036e-01
-2.9331e-01,-4.8940e-02,7.5104e-01,2.5000111e-01
-2.7362e-01,-1.4807e-01,7.8575e-01,2.5001775e-01
-2.2523e-01,-2.4465e-01,8.3990e-01,2.5000011e-01
-1.4402e-01,-3.2831e-01,9.0550e-01,2.4999892e-01
-3.1157e-02,-3.7592e-01,9.5272e-01,2.4999904e-01
9.1876e-02,-3.6284e-01,9.4535e-01,2.4999875e-01
1.9335e-01,-2.9596e-01,8.9290e-01,2.4999904e-01
2.6082e-01,-2.0301e-01,8.3479e-01,2.5000009e-01
2.9726e-01,-1.0205e-01,7.9381e-01,2.4985875e-01
3.9223e-01,3.3300e-06,7.1348e-01,2.5000028e-01
3.7914e-01,9.7353e-02,7.1204e-01,2.5022929e-01
3.4794e-01,1.9129e-01,7.2225e-01,2.5022783e-01
2.9687e-01,2.7879e-01,7.4079e-01,2.4998480e-01
2.2365e-01,3.5244e-01,7.5926e-01,2.5000012e-01
1.3051e-01,4.0170e-01,7.6829e-01,2.5000016e-01
2.6245e-02,4.1728e-01,7.6051e-01,2.5000014e-01
-7.6118e-02,3.9899e-01,7.3883e-01,2.5001302e-01
-1.6701e-01,3.5490e-01,7.1344e-01,2.5000064e-01
-2.4268e-01,2.9334e-01,6.9250e-01,2.5000036e-01
-3.0217e-01,2.1954e-01,6.7938e-01,2.5002077e-01
-3.4498e-01,1.3659e-01,6.7490e-01,2.5000051e-01
-3.7029e-01,4.6781e-02,6.7889e-01,2.5008335e-01
-3.7794e-01,-4.7740e-02,6.9291e-01,2.5000123e-01
-3.6742e-01,-1.4546e-01,7.1879e-01,2.5000062e-01
-3.3846e-01,-2.4590e-01,7.6097e-01,2.5000010e-01
-2.8878e-01,-3.4906e-01,8.2406e-01,2.4999962e-01
-2.1236e-01,-4.5126e-01,9.0719e-01,2.4999962e-01
-1.0233e-01,-5.3637e-01,9.9326e-01,2.5000964e-01
3.5439e-02,-5.6341e-01,1.0269e+00,2.5016494e-01
1.6531e-01,-5.0881e-01,9.7314e-01,2.4999699e-01
2.6127e-01,-4.1171e-01,8.8697e-01,2.4999879e-01
3.2539e-01,-3.0556e-01,8.1195e-01,2.4999977e-01
3.6575e-01,-2.0107e-01,7.5922e-01,2.5000012e-01
3.8719e-01,-9.9413e-02,7.2716e-01,2.5020539e-01
4.6786e-01,3.3300e-06,6.4395e-01,2.5023500e-01
4.5902e-01,9.7573e-02,6.4591e-01,2.5020305e-01
4.3699e-01,1.9457e-01,6.5839e-01,2.5000037e-01
3.9963e-01,2.9036e-01,6.7991e-01,2.5004933e-01
3.4478e-01,3.8293e-01,7.0922e-01,2.5000017e-01
2.6830e-01,4.6472e-01,7.3858e-01,2.4999990e-01
1.6956e-01,5.2187e-01,7.5524e-01,2.4999956e-01
5.6852e-02,5.4098e-01,7.4869e-01,2.4999975e-01
-5.4814e-02,5.2145e-01,7.2166e-01,2.5000015e-01
-1.5436e-01,4.7506e-01,6.8751e-01,2.4994449e-01
-2.3869e-01,4.1341e-01,6.5703e-01,2.5000097e-01
-3.0878e-01,3.4293e-01,6.3514e-01,2.5000054e-01
-3.6544e-01,2.6551e-01,6.2171e-01,2.5000223e-01
-4.0864e-01,1.8194e-01,6.1565e-01,2.5002845e-01
-4.3798e-01,9.3098e-02,6.1629e-01,2.5001877e-01
-4.5292e-01,3.3300e-06,6.2337e-01,2.5004165e-01
-4.5340e-01,-9.6368e-02,6.3798e-01,2.5000110e-01
-4.3949e-01,-1.9567e-01,6.6213e-01,2.5000070e-01
-4.1195e-01,-2.9929e-01,7.0083e-01,2.4977306e-01
-3.6832e-01,-4.0904e-01,7.5760e-01,2.4999968e-01
-3.0554e-01,-5.2919e-01,8.4105e-01,2.4999975e-01
-2.1563e-01,-6.6361e-01,9.6039e-01,2.5000049e-01
-1.2470e-01,-1.1864e+00,1.6419e+00,2.4979087e-01
1.2813e-01,-1.2192e+00,1.6873e+00,2.4999558e-01
2.2431e-01,-6.9037e-01,9.9911e-01,2.5000200e-01
3.1477e-01,-5.4520e-01,8.6649e-01,2.4999969e-01
3.7727e-01,-4.1901e-01,7.7604e-01,2.4999921e-01
4.1979e-01,-3.0500e-01,7.1420e-01,2.5000017e-01
4.4785e-01,-1.9940e-01,6.7476e-01,2.5016400e-01
4.6437e-01,-9.8704e-02,6.5344e-01,2.5000074e-01
5.3420e-01,3.3300e-06,5.6887e-01,2.5005954e-01
