x,y,z,p
-7.6400e-06,3.3300e-06,1.5547e+00,9.9996378e-02
1.9543e-01,3.3300e-06,1.5470e+00,9.9996652e-02
1.1858e-01,1.4871e-01,1.5056e+00,9.9998714e-02
-4.1841e-02,1.8329e-01,1.4882e+00,9.9998913e-02
-1.7030e-01,8.2014e-02,1.4962e+00,9.9998192e-02
-1.7795e-01,-8.5690e-02,1.5634e+00,9.9993228e-02
-4.6265e-02,-2.0266e-01,1.6455e+00,9.9979996e-02
1.2795e-01,-1.6046e-01,1.6246e+00,9.9986283e-02
3.8489e-01,3.3300e-06,1.4991e+00,9.9997386e-02
3.3364e-01,1.7511e-01,1.4676e+00,9.9998945e-02
2.1357e-01,3.0942e-01,1.4643e+00,9.9999013e-02
4.5067e-02,3.7123e-01,1.4564e+00,9.9998967e-02
-1.3044e-01,3.4393e-01,1.4326e+00,9.9999164e-02
-2.7172e-01,2.4072e-01,1.4138e+00,9.9999191e-02
-3.5607e-01,8.7764e-02,1.4283e+00,9.9998564e-02
-3.7250e-01,-9.1809e-02,1.4942e+00,9.9994872e-02
-3.1048e-01,-2.7505e-01,1.6155e+00,9.9972907e-02
-1.5953e-01,-4.2063e-01,1.7521e+00,9.9927009e-02
5.5650e-02,-4.5838e-01,1.7984e+00,9.9916963e-02
2.4959e-01,-3.6161e-01,1.7113e+00,9.9947998e-02
3.6002e-01,-1.8895e-01,1.5836e+00,9.9986951e-02
5.6050e-01,3.3300e-06,1.4157e+00,9.9998187e-02
5.2321e-01,1.7962e-01,1.3972e+00,9.9999080e-02
4.4105e-01,3.4330e-01,1.4117e+00,9.9998765e-02
3.1117e-01,4.7629e-01,1.4370e+00,9.9997604e-02
1.4051e-01,5.5488e-01,1.4457e+00,9.9996660e-02
-4.6513e-02,5.6124e-01,1.4224e+00,9.9997437e-02
-2.1926e-01,4.9985e-01,1.3786e+00,9.9998672e-02
-3.5906e-01,3.9004e-01,1.3390e+00,9.9999221e-02
-4.6031e-01,2.4911e-01,1.3219e+00,9.9999257e-02
-5.2228e-01,8.7155e-02,1.3373e+00,9.9998844e-02
-5.4389e-01,-9.0755e-02,1.3927e+00,9.9996866e-02
-5.2167e-01,-2.8231e-01,1.4981e+00,9.9983661e-02
-4.4595e-01,-4.8442e-01,1.6630e+00,9.9926434e-02
-2.9524e-01,-6.7306e-01,1.8563e+00,9.9903364e-02
-6.4649e-02,-7.8010e-01,1.9771e+00,9.9940778e-02
1.8961e-01,-7.4877e-01,1.9509e+00,9.9932348e-02
3.8904e-01,-5.9547e-01,1.7965e+00,9.9905225e-02
5.0415e-01,-3.9240e-01,1.6136e+00,9.9956786e-02
5.5548e-01,-1.9070e-01,1.4834e+00,9.9991969e-02
7.1709e-01,3.3300e-06,1.3044e+00,9.9998783e-02
6.9092e-01,1.7740e-01,1.2976e+00,9.9999182e-02
6.3718e-01,3.5030e-01,1.3226e+00,9.9998599e-02
